,Country Name,Country Code,Year,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)","Agriculture, forestry, and fishing, value added (constant LCU)","Agriculture, forestry, and fishing, value added (current LCU)","Agriculture, forestry, and fishing, value added (current US$)","Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)","Air transport, freight (million ton-km)","Air transport, passengers carried","Air transport, registered carrier departures worldwide",Consumer price index (2010 = 100),Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),Final consumption expenditure (constant 2010 US$),Final consumption expenditure (constant LCU),Final consumption expenditure (current LCU),Final consumption expenditure (current US$),GDP (constant 2010 US$),GDP (constant LCU),GDP (current LCU),GDP (current US$),"GDP, PPP (constant 2011 international $)","GDP, PPP (current international $)",Gross value added at basic prices (GVA) (constant 2010 US$),Gross value added at basic prices (GVA) (constant LCU),Gross value added at basic prices (GVA) (current LCU),Gross value added at basic prices (GVA) (current US$),Households and NPISHs Final consumption expenditure (annual % growth),Households and NPISHs Final consumption expenditure (constant 2010 US$),Households and NPISHs Final consumption expenditure (constant LCU),Households and NPISHs Final consumption expenditure (current LCU),Households and NPISHs Final consumption expenditure (current US$),Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)",Households and NPISHs final consumption expenditure (% of GDP),"Industry (including construction), value added (constant 2010 US$)","Industry (including construction), value added (constant LCU)","Industry (including construction), value added (current LCU)","Industry (including construction), value added (current US$)","Manufacturing, value added (constant 2010 US$)","Manufacturing, value added (constant LCU)","Manufacturing, value added (current LCU)","Manufacturing, value added (current US$)","Official exchange rate (LCU per US$, period average)","Population, total",Pump price for diesel fuel (US$ per liter),Pump price for gasoline (US$ per liter),Rail lines (total route-km),"Railways, goods transported (million ton-km)","Railways, passengers carried (million passenger-km)",Rural population,"Services, value added (constant 2010 US$)","Services, value added (constant LCU)","Services, value added (current LCU)","Services, value added (current US$)","Services, value added per worker (constant 2010 US$)",Urban population,Wholesale price index (2010 = 100)
1,Australia,AUS,1991,100,100,100,24475000000,13190000000,10352405620,36042.74274,1222.599976,21860100,283600,61.6805411,5.461999893,23.82500076,70.71299744,4.41774E+11,5.66461E+11,3.1248E+11,2.45255E+11,6.10208E+11,7.50538E+11,4.14539E+11,3.25358E+11,4.87163E+11,3.07464E+11,5.66829E+11,6.93463E+11,3.81558E+11,2.99473E+11,0.967460989,3.26135E+11,4.17349E+11,2.37048E+11,1.86051E+11,18869.19496,2.4731E+11,1.70599E+11,57.18352194,1.71576E+11,1.92442E+11,1.14958E+11,90226826780,70716652316,83833000000,52226000000,40990503100,1.283755833,17284000,..,..,..,22869,..,2522945,3.7766E+11,4.78598E+11,2.53411E+11,1.98894E+11,69143.71522,14761055,101.6672408
2,Australia,AUS,1992,100,100,100,23177000000,12899000000,9920018457,35468.79033,1361.5,23886600,324600,62.30489074,5.277999878,23.57600021,71.14600372,4.52321E+11,5.79984E+11,3.294E+11,2.53326E+11,6.12909E+11,7.5386E+11,4.22439E+11,3.24878E+11,4.89319E+11,3.18195E+11,5.65693E+11,6.92073E+11,3.87754E+11,2.98203E+11,2.335934673,3.33753E+11,4.27098E+11,2.48948E+11,1.91454E+11,19077.07745,2.53087E+11,1.80478E+11,58.93111195,1.67454E+11,1.87818E+11,1.13842E+11,87550565254,68618763485,81346000000,53276000000,40972083365,1.361648333,17495000,..,..,..,24719,..,2574389,3.87385E+11,4.90923E+11,2.61013E+11,2.00733E+11,70787.35104,14920611,105.077506
3,Australia,AUS,1993,100,100,100,24395000000,14471000000,10167931422,37038.18936,1525.800049,26929300,347700,63.3975026,5.30700016,23.60300064,71.09100342,4.61523E+11,5.91783E+11,3.42145E+11,2.40405E+11,6.37665E+11,7.84309E+11,4.43368E+11,3.11529E+11,5.09083E+11,3.37812E+11,5.85443E+11,7.16235E+11,4.10649E+11,2.88539E+11,1.86982847,3.39994E+11,4.35084E+11,2.58203E+11,1.81424E+11,19244.58524,2.5782E+11,1.87907E+11,58.23672435,1.71995E+11,1.92911E+11,1.19287E+11,83816048342,70084839395,83084000000,57224000000,40207982012,1.47056,17667000,..,..,..,24614,..,2622313,3.98664E+11,5.05216E+11,2.76893E+11,1.94557E+11,72726.84334,15044687,109.8863245
4,Australia,AUS,1994,100,100,100,25405000000,15599000000,10791421653,39003.73821,1645.5,26888500,405600,64.64620187,5.081999779,23.46500015,71.45200348,4.70235E+11,6.02955E+11,3.54212E+11,2.45045E+11,6.63035E+11,8.15513E+11,4.65742E+11,3.22201E+11,5.29337E+11,3.5834E+11,6.09892E+11,7.46146E+11,4.31388E+11,2.98435E+11,2.148320784,3.47298E+11,4.44431E+11,2.68644E+11,1.85848E+11,19451.03619,2.63358E+11,1.96434E+11,57.68086194,1.79155E+11,2.00942E+11,1.25101E+11,86545140090,73211005863,86790000000,61661000000,42657212037,1.367750833,17855000,..,..,..,25175,..,2673251,4.18309E+11,5.30112E+11,2.90687E+11,2.01098E+11,73520.61983,15181749,107.8057182
5,Australia,AUS,1995,100,100,100,21683000000,14944000000,11095931096,32998.8509,1737.5,28831400,396100,67.63787721,4.941999912,22.85899925,72.1989975,4.89839E+11,6.28092E+11,3.75479E+11,2.78793E+11,6.88425E+11,8.46742E+11,4.94567E+11,3.67216E+11,5.49607E+11,3.77527E+11,6.33485E+11,7.7501E+11,4.54306E+11,3.37323E+11,4.422958795,3.62659E+11,4.64088E+11,2.86336E+11,2.12605E+11,20067.45848,2.75007E+11,2.07945E+11,57.89630121,1.86127E+11,2.08762E+11,1.31111E+11,97350014850,74765653677,88633000000,65075000000,48318235818,1.3490325,18072000,..,..,..,26604,..,2729233,4.42739E+11,5.61071E+11,3.08251E+11,2.28877E+11,74234.03971,15342767,100
6,Australia,AUS,1996,100,100,100,26268000000,17897000000,13578907436,38959.11822,1833.699951,30075100,371200,69.40686785,5.001999855,22.45999908,72.53800201,5.0743E+11,6.50647E+11,3.98879E+11,3.0264E+11,7.15126E+11,8.79584E+11,5.27599E+11,4.00303E+11,5.70924E+11,4.02156E+11,6.58981E+11,8.06202E+11,4.84462E+11,3.67574E+11,3.404311251,3.75005E+11,4.79887E+11,3.04148E+11,2.30765E+11,20479.7747,2.84369E+11,2.21367E+11,57.64756946,1.92057E+11,2.15413E+11,1.37463E+11,1.04297E+11,76505880720,90696000000,67407000000,51143399090,1.277863333,18311000,..,..,..,26368,..,2789315,4.57025E+11,5.79175E+11,3.29102E+11,2.49698E+11,75232.28694,15521685,..
7,Australia,AUS,1997,100,100,100,28391000000,18010000000,14094537486,40988.11564,1953.800049,30953500,394500,69.56295525,5.092999935,22.15099907,72.75499725,5.21331E+11,6.68472E+11,4.15405E+11,3.25094E+11,7.43491E+11,9.14472E+11,5.55291E+11,4.34568E+11,5.9357E+11,4.24486E+11,6.86023E+11,8.39286E+11,5.1015E+11,3.99241E+11,2.971741264,3.86149E+11,4.94148E+11,3.17553E+11,2.48515E+11,20853.77423,2.92819E+11,2.31768E+11,57.18677234,1.95036E+11,2.18755E+11,1.40447E+11,1.09913E+11,77748418013,92169000000,68497000000,53605415558,1.34738,18517000,..,..,9458,28408,1093,2844952,4.78666E+11,6.066E+11,3.51693E+11,2.75233E+11,77861.85941,15672048,..
8,Australia,AUS,1998,100,100,100,28547000000,17872000000,12122363155,42273.57025,1904.400024,30185700,378200,70.16129032,4.875,21.79800034,73.32700348,5.46034E+11,7.00147E+11,4.4218E+11,2.99925E+11,7.77519E+11,9.56325E+11,5.88097E+11,3.98899E+11,6.20736E+11,4.52358E+11,7.15527E+11,8.75381E+11,5.41086E+11,3.67012E+11,4.949124554,4.0526E+11,5.18604E+11,3.38589E+11,2.29661E+11,21658.93587,3.07311E+11,2.4563E+11,57.57366557,2.05104E+11,2.30047E+11,1.49589E+11,1.01464E+11,80239397392,95122000000,73481000000,49841280608,1.591828333,18711000,0.45,0.46,..,30119,..,2899644,4.97951E+11,6.31039E+11,3.73625E+11,2.53425E+11,78905.92144,15811356,..
9,Australia,AUS,1999,100,100,100,31486000000,18985000000,11896854242,45339.10791,1693,31579700,384800,71.20187305,4.920000076,21.36599922,73.71399689,5.75389E+11,7.37787E+11,4.72409E+11,2.96033E+11,8.16535E+11,1.00431E+12,6.19801E+11,3.88395E+11,6.51885E+11,4.77891E+11,7.5191E+11,9.19892E+11,5.704E+11,3.57438E+11,5.731540829,4.28488E+11,5.48328E+11,3.61087E+11,2.26273E+11,22640.17814,3.24925E+11,2.62993E+11,58.25853782,2.1302E+11,2.38926E+11,1.53158E+11,95975686176,82345721642,97619000000,74283000000,46549066299,1.54995,18926000,..,..,..,31605,1155,2958134,5.23957E+11,6.63996E+11,3.98257E+11,2.49566E+11,81053.23481,15967866,..
10,Australia,AUS,2000,100,100,100,33601000000,20622000000,12951077058,47756.97266,1730.735,32577569,382514,74.37565036,4.856999874,21.61499977,73.52700043,5.98362E+11,7.67244E+11,5.012E+11,3.14765E+11,8.48733E+11,1.04392E+12,6.60859E+11,4.15034E+11,6.7759E+11,5.04049E+11,7.82248E+11,9.57008E+11,6.0849E+11,3.82145E+11,4.257852964,4.46732E+11,5.71675E+11,3.83899E+11,2.41097E+11,23324.40876,3.3876E+11,2.77314E+11,58.09090895,2.20577E+11,2.47402E+11,1.62899E+11,1.02304E+11,83437264926,98913000000,76653000000,48139797777,1.724826667,19153000,0.57,0.57,9499,34050,1265,3019470,5.45733E+11,6.91593E+11,4.24969E+11,2.6689E+11,82468.99043,16133530,..
11,Australia,AUS,2001,100,100,100,34890000000,24701000000,13255876355,49941.36832,1678.089,33477398,388734,77.65348595,4.754000187,20.73999977,74.5059967,6.15321E+11,7.8899E+11,5.3861E+11,2.89047E+11,8.6514E+11,1.0641E+12,7.04766E+11,3.78215E+11,6.90688E+11,5.3091E+11,8.0021E+11,9.78983E+11,6.43648E+11,3.45416E+11,3.180303494,4.6094E+11,5.89856E+11,4.13527E+11,2.21921E+11,23743.87509,3.49533E+11,2.94556E+11,58.67578742,2.17471E+11,2.43918E+11,1.6699E+11,89615756145,85207859479,1.01012E+11,77580000000,41633573039,1.9334425,19413000,..,..,9508,38525,1497,3086667,5.6547E+11,7.16604E+11,4.51957E+11,2.42544E+11,83126.77296,16326333,..
12,Australia,AUS,2002,100,100,100,35991000000,29778000000,15580786940,54791.2722,1544.717,39021581,536867,79.96878252,4.381999969,20.91500092,74.70300293,6.34362E+11,8.13405E+11,5.69264E+11,2.97857E+11,8.99772E+11,1.10669E+12,7.53943E+11,3.94487E+11,7.18337E+11,5.64122E+11,8.32095E+11,1.01799E+12,6.9019E+11,3.61129E+11,3.097705203,4.75218E+11,6.08128E+11,4.37246E+11,2.28781E+11,24182.41982,3.60361E+11,3.07173E+11,57.99456988,2.2718E+11,2.54808E+11,1.78243E+11,93262348263,87547844849,1.03786E+11,79646000000,41673294265,1.8405625,19651400,0.48,0.5,9514,40628,1379,3100598,5.87053E+11,7.43956E+11,4.82169E+11,2.52286E+11,84378.78966,16550802,..
13,Australia,AUS,2003,100,100,100,28216000000,23136000000,13474665114,47027.9254,1355.351,41386432,529648,82.15400624,3.913000107,20.88299942,75.20400238,6.58357E+11,8.44172E+11,6.09115E+11,3.54755E+11,9.26637E+11,1.13974E+12,8.00628E+11,4.66295E+11,7.39784E+11,5.90465E+11,8.55306E+11,1.04639E+12,7.30436E+11,4.25414E+11,4.031717007,4.94378E+11,6.32646E+11,4.68515E+11,2.72868E+11,24848.8528,3.7489E+11,3.21442E+11,58.51843803,2.4049E+11,2.69736E+11,1.92736E+11,1.12252E+11,90922856192,1.07787E+11,87067000000,50708794409,1.541914167,19895400,..,..,9474,41314,1347,3115023,6.04785E+11,7.66428E+11,5.14564E+11,2.99688E+11,84417.96942,16780377,..
14,Australia,AUS,2004,100,100,100,35416000000,26366000000,18755157206,60718.23614,1898.071,41596552,324939,84.07908429,3.737999916,21.24099922,75.02200317,6.90596E+11,8.85511E+11,6.50077E+11,4.62425E+11,9.63712E+11,1.18534E+12,8.60215E+11,6.11904E+11,7.69384E+11,6.30222E+11,8.89824E+11,1.08862E+12,7.85088E+11,5.58464E+11,5.038994951,5.1929E+11,6.64525E+11,4.99805E+11,3.55531E+11,25800.13026,3.9378E+11,3.46065E+11,58.10233488,2.45385E+11,2.75226E+11,2.05759E+11,1.46364E+11,92080195748,1.09159E+11,93771000000,66702944942,1.3597525,20127400,0.83,0.85,..,42300,..,3127194,6.27348E+11,7.95021E+11,5.52963E+11,3.93344E+11,86254.77155,17000206,..
15,Australia,AUS,2005,100,100,100,36932000000,26595000000,19993234100,63928.80376,2444.586,44657324,342509,86.34235172,3.579999924,21.13400078,75.28600311,7.19863E+11,9.23038E+11,6.93022E+11,5.20991E+11,9.94458E+11,1.22315E+12,9.21352E+11,6.92642E+11,7.9393E+11,6.63628E+11,9.19192E+11,1.12455E+12,8.46376E+11,6.36277E+11,4.544900493,5.42891E+11,6.94727E+11,5.31474E+11,3.99544E+11,26619.07617,4.11677E+11,3.62994E+11,57.68414243,2.50849E+11,2.81355E+11,2.26503E+11,1.70277E+11,91173388151,1.08084E+11,95337000000,71671177267,1.309473333,20394800,..,..,9528,46164,1290,3144470,6.50837E+11,8.24788E+11,5.93278E+11,4.46007E+11,86226.17489,17250330,..
16,Australia,AUS,2006,100,100,100,37988000000,27170000000,20342917041,66862.10209,2569.506,46951775,352909,89.41207076,3.431999922,21.44300079,75.125,7.43064E+11,9.52787E+11,7.39024E+11,5.53327E+11,1.02264E+12,1.25782E+12,9.95719E+11,7.45522E+11,8.16431E+11,7.09758E+11,9.45658E+11,1.15693E+12,9.16705E+11,6.86362E+11,3.246455082,5.60515E+11,7.17281E+11,5.65295E+11,4.23252E+11,27080.78783,4.25042E+11,3.77248E+11,56.77254326,2.56985E+11,2.88237E+11,2.54887E+11,1.90841E+11,90588813580,1.07391E+11,98515000000,73760856544,1.327973441,20697900,0.94,0.93,9639,46486.44012,1309,3166779,6.71418E+11,8.50869E+11,6.34648E+11,4.75178E+11,86894.71081,17531121,..
17,Australia,AUS,2007,100,100,100,32275000000,23917000000,18777577137,57151.86303,2348.084,48728837,353546,91.49323621,3.345000029,21.36000061,75.29499817,7.79566E+11,9.99592E+11,8.04464E+11,6.31596E+11,1.06127E+12,1.30533E+12,1.08515E+12,8.51963E+11,8.47271E+11,7.60468E+11,9.82005E+11,1.20139E+12,1.00057E+12,7.85559E+11,5.441382108,5.91015E+11,7.56311E+11,6.16412E+11,4.83954E+11,28376.54004,4.4817E+11,4.08929E+11,56.8045745,2.67444E+11,2.99968E+11,2.77703E+11,2.18029E+11,92461476709,1.09611E+11,1.00845E+11,79174844940,1.1950725,20827600,..,..,9639,60126.18339,1309,3161213,6.99561E+11,8.86535E+11,6.98946E+11,5.48752E+11,88577.67684,17666387,..
18,Australia,AUS,2008,100,100,100,34887000000,27533000000,24649059982,60783.91874,2212.439,51488427,393363,95.47346514,3.306999922,21.62400055,75.06800079,8.1444E+11,1.04431E+12,8.69388E+11,7.78324E+11,1.10009E+12,1.35308E+12,1.17574E+12,1.05258E+12,8.78262E+11,7.94915E+11,1.0198E+12,1.24763E+12,1.08655E+12,9.7274E+11,4.91609933,6.2007E+11,7.93492E+11,6.66829E+11,5.96982E+11,29180.86897,4.70203E+11,4.35644E+11,56.71583016,2.79215E+11,3.13171E+11,3.00181E+11,2.68739E+11,96140163154,1.13972E+11,1.08261E+11,96921217547,1.192178333,21249200,0.94,0.74,9661,61019,1526,3199492,7.2345E+11,9.16808E+11,7.58837E+11,6.79353E+11,89375.20669,18049708,..
19,Australia,AUS,2009,100,100,100,40846000000,28879000000,21262700633,72284.39111,2769.286,50026967,403256,97.16441207,3.233999968,21.14100075,75.625,8.25948E+11,1.05906E+12,9.11802E+11,6.71331E+11,1.12124E+12,1.37909E+12,1.2583E+12,9.26448E+11,8.95148E+11,8.72753E+11,1.04199E+12,1.27477E+12,1.17558E+12,8.6554E+11,0.570138073,6.23605E+11,7.98016E+11,6.90568E+11,5.08444E+11,28748.57096,4.72884E+11,4.46989E+11,54.88094273,2.81349E+11,3.15564E+11,3.38829E+11,2.49469E+11,91212191081,1.0813E+11,1.06357E+11,78307318510,1.28218881,21691700,..,..,9674,62083,1546,3240089,7.39038E+11,9.36562E+11,8.07868E+11,5.94808E+11,90020.29052,18451611,..
20,Australia,AUS,2010,100,100,100,40540000000,28595000000,25187175196,70356.50288,2938.314378,60640913,572906,100,3.230000019,20.97699928,75.79299927,8.49784E+11,1.08963E+12,9.6476E+11,8.49784E+11,1.14426E+12,1.40741E+12,1.29908E+12,1.14426E+12,9.13525E+11,8.65292E+11,1.06504E+12,1.30298E+12,1.20914E+12,1.06504E+12,3.253318229,6.43893E+11,8.23978E+11,7.31012E+11,6.43893E+11,29225.69674,4.88268E+11,4.70577E+11,56.27155854,2.86795E+11,3.21672E+11,3.25598E+11,2.86795E+11,91574914120,1.0856E+11,1.03965E+11,91574914120,1.090159486,22031750,1.23,1.27,..,64172,1500,3264665,7.53058E+11,9.5433E+11,8.54947E+11,7.53058E+11,89645.14373,18767085,..
21,Australia,AUS,2011,100,100,100,41939000000,32250000000,31795326826,82077.69049,2846.598798,63360310.34,593145.0025,103.3038502,2.819999933,20.83600044,76.34500122,8.82484E+11,1.13156E+12,1.02698E+12,1.0125E+12,1.17231E+12,1.4419E+12,1.41422E+12,1.39428E+12,9.35917E+11,9.35917E+11,1.09166E+12,1.33555E+12,1.32135E+12,1.30273E+12,3.985179216,6.69554E+11,8.56815E+11,7.75116E+11,7.64188E+11,29971.03064,5.07726E+11,5.07726E+11,54.80876724,2.90801E+11,3.26166E+11,3.72547E+11,3.67295E+11,91341252999,1.08283E+11,1.04144E+11,1.02676E+11,0.969463201,22340024,..,..,..,59649,..,3283984,7.74788E+11,9.81867E+11,9.16557E+11,9.03635E+11,90149.32354,19056040,..
22,Australia,AUS,2012,100,100,100,42347000000,33809000000,34861827181,82435.44252,2731.69798,66355274,622917,105.1248699,2.799999952,20.71899986,76.48100281,9.10148E+11,1.16703E+12,1.08667E+12,1.12051E+12,1.21793E+12,1.49802E+12,1.4968E+12,1.54341E+12,9.72342E+11,9.71875E+11,1.13594E+12,1.38972E+12,1.40413E+12,1.44786E+12,2.973103879,6.8946E+11,8.82289E+11,8.17502E+11,8.42959E+11,30315.96456,5.22822E+11,5.28716E+11,54.61664885,3.07304E+11,3.44676E+11,3.91993E+11,4.042E+11,92171298278,1.09267E+11,1.05414E+11,1.08697E+11,0.965801031,22742475,1.57,1.39,..,59649,..,3319947,8.00805E+11,1.01484E+12,9.78329E+11,1.00879E+12,91860.0665,19422528,..
23,Australia,AUS,2013,100,100,100,42039000000,35011000000,35919770186,86706.84849,1984.693734,68197955,641451,107.7003122,2.615999937,20.48900032,76.89499664,9.23024E+11,1.18354E+12,1.12723E+12,1.15649E+12,1.25008E+12,1.53756E+12,1.53388E+12,1.5737E+12,9.98007E+11,1.05995E+12,1.16676E+12,1.42742E+12,1.43762E+12,1.47493E+12,1.769261546,7.01658E+11,8.97899E+11,8.5357E+11,8.75726E+11,30314.5865,5.32072E+11,5.62242E+11,55.6476965,3.14508E+11,3.52756E+11,3.84043E+11,3.94011E+11,89202874156,1.05748E+11,1.01365E+11,1.03996E+11,1.035843097,23145901,..,..,..,59649,..,3355693,8.20752E+11,1.04012E+12,1.01856E+12,1.045E+12,92695.0853,19790208,..
24,Australia,AUS,2014,100,100,100,42520000000,35427000000,32522721013,81236.90156,1925.772009,68123237.67,664970,110.3798127,2.802000046,20.3409996,76.85700226,9.43471E+11,1.20976E+12,1.17733E+12,1.08081E+12,1.28206E+12,1.5769E+12,1.59578E+12,1.46496E+12,1.02354E+12,1.09865E+12,1.19836E+12,1.46609E+12,1.49166E+12,1.36938E+12,2.438581622,7.18769E+11,9.19795E+11,8.9493E+11,8.21564E+11,30580.52719,5.45047E+11,5.84839E+11,56.08117931,3.2497E+11,3.6449E+11,4.05609E+11,3.72357E+11,88245454042,1.04613E+11,1.01638E+11,93305792711,1.109363293,23504138,1.28,1.23,..,59649,..,3384126,8.39103E+11,1.06337E+12,1.05063E+12,9.64497E+11,94072.84364,20120012,..
25,Australia,AUS,2015,100,100,100,43092000000,38471000000,32008486563,85599.24915,1907.051909,69779346,668961,112.0447451,2.644000053,19.45400047,77.90100098,9.65968E+11,1.2386E+12,1.22218E+12,1.01688E+12,1.3122E+12,1.61397E+12,1.6214E+12,1.34903E+12,1.0476E+12,1.10239E+12,1.22729E+12,1.50148E+12,1.51269E+12,1.25858E+12,2.391837312,7.35961E+11,9.41795E+11,9.29476E+11,7.73339E+11,30856.87727,5.58083E+11,5.95915E+11,57.32537973,3.26695E+11,3.66425E+11,3.81825E+11,3.17684E+11,86996168414,1.03132E+11,1.02263E+11,85084449621,1.331090262,23850784,..,..,..,..,..,3410424,8.62554E+11,1.09309E+12,1.09239E+12,9.08887E+11,93601.39123,20440360,..
26,Australia,AUS,2016,100,100,100,40338000000,40338000000,29362352599,79292.73719,1868.732628,72446421,682937,113.4755463,2.631000042,19.42099953,77.94799805,9.96221E+11,1.2774E+12,1.2774E+12,9.29826E+11,1.3493E+12,1.6596E+12,1.6596E+12,1.20804E+12,1.07722E+12,1.11719E+12,1.26105E+12,1.54277E+12,1.54277E+12,1.123E+12,2.789885272,7.56493E+11,9.6807E+11,9.6807E+11,7.04666E+11,31246.09237,5.73653E+11,6.03678E+11,58.33138508,3.29347E+11,3.69399E+11,3.69399E+11,2.68888E+11,84941300223,1.00696E+11,1.00696E+11,73297423206,1.345213976,24210809,0.92,0.93,..,..,..,3437935,8.94074E+11,1.13304E+12,1.13304E+12,8.24745E+11,95480.02482,20772874,..
27,Australia,AUS,2017,..,..,..,46930000000,48547000000,36614375141,92681.5854,1982.586171,74257326,672349,115.6867846,2.58100009,19.13899994,78.27999878,1.02218E+12,1.31068E+12,1.32243E+12,9.97381E+11,1.37572E+12,1.69209E+12,1.75472E+12,1.32342E+12,1.09831E+12,1.19207E+12,1.28858E+12,1.57646E+12,1.62807E+12,1.2279E+12,2.138171826,7.72668E+11,9.88769E+11,9.97424E+11,7.52262E+11,31410.64282,5.85919E+11,6.23699E+11,56.84221564,3.24087E+11,3.635E+11,4.04436E+11,3.05028E+11,83412802209,98884000000,1.00836E+11,76050984237,1.304758077,24598933,..,..,..,..,..,3467466,9.2011E+11,1.16603E+12,1.17509E+12,8.86257E+11,96432.64821,21131467,..
28,Brunei Darussalam,BRN,1990,100,100,100,72059400,61649500,34013517.24,..,9.899999619,307000,4400,78.04871123,..,..,..,2591747121,3533847200,3095000000,1707586207,9593609021,13080885900,6381000000,3520551724,21911944834,14162413938,..,..,..,..,4.818652803,1017283975,1387066700,1690000000,932413793.1,3931.000541,1670365968,1476981986,26.48487698,7933956729,10817950000,3928037300,2167192993,1519178291,2071399600,710531900,392017600,1.812533333,258785,..,..,..,..,..,86853,2414032197,3291532900,2391313200,1319345214,..,171932,..
29,Brunei Darussalam,BRN,1991,100,100,100,73173100,65360300,37833005.33,24403.31702,22,307000,4400,79.29749061,2.02699995,24.15800095,73.81500244,2567314411,3500533200,3159000000,1828548275,9895418335,13492402900,6395000000,3701667053,22601281770,15094182874,..,..,..,..,-1.680668997,1000186799,1363754700,1715000000,992706645.1,3756.231546,1642292645,1537702537,26.81782643,8361096883,11400355600,3809675700,2205183897,1572237404,2143745700,797221400,461461796.7,1.72755,266274,..,..,..,..,..,88975,2395540447,3266319400,2519963900,1458650093,29913.35723,177299,..
30,Brunei Darussalam,BRN,1992,100,100,100,72687000,65779000,40379987.72,24705.55594,30,410000,5100,80.31212386,1.922999978,24.39599991,73.68099976,2926913825,3990847000,3697000000,2269490485,10366299817,14134449800,6815000000,4183548189,23676782035,16172904606,..,..,..,..,22.37304847,1223959076,1668868200,2107000000,1293431553,4467.607217,2009723574,1921807128,30.91709464,8805809901,12006721800,4116197100,2526824494,1585895343,2162368300,878818500,539483425.4,1.628966667,273963,..,..,..,..,..,90194,2487493436,3391697300,2633023900,1616343708,30086.98998,183769,..
31,Brunei Darussalam,BRN,1993,100,100,100,75904700,71470300,44232145.07,25573.57589,64.80000305,604100,6700,83.72675497,1.871999979,24.10300064,74.02500153,3248924459,4429908500,4271000000,2643272682,10397872754,14177499500,6634000000,4105706152,23748895091,16608130559,..,..,..,..,17.21446307,1434657059,1956154900,2557000000,1582497834,5091.932448,2355686697,2303171006,38.54386494,8717161496,11885849700,3796978800,2349906424,1556760689,2122643200,814180100,503886681.5,1.615790833,281751,..,..,..,..,..,91276,2554725119,3483367700,2765550900,1711567583,29679.01789,190475,..
32,Brunei Darussalam,BRN,1994,100,100,100,76842800,74835400,48995286.11,25968.52482,94.40000153,769400,9600,85.78854176,1.800999999,23.83099937,74.36699677,3148061166,4292381400,4111000000,2691501899,10724927173,14623438200,6243000000,4087337960,24495892218,17495082541,..,..,..,..,-7.781280511,1323022369,1803941000,2424000000,1587010606,4569.63084,2172384107,2186461854,38.82748679,9037175064,12322188200,3360505300,2200147506,1676135754,2285411100,750144400,491125049.1,1.527444167,289525,..,..,..,..,..,92283,2611611148,3560931800,2807659300,1838195168,29143.46753,197242,..
33,Brunei Darussalam,BRN,1995,100,100,100,79080700,77938500,54986947.93,27035.38072,110,916200,11800,90.9072364,1.715999961,25.0359993,73.24700165,3104207627,4232587100,4254000000,3001269931,11205265273,15278379200,6710000000,4734020037,25592991541,18659869331,..,..,..,..,-4.751047845,1260164943,1718234900,2459000000,1734866657,4240.238442,2069173099,2151863202,36.64679583,9521380198,12982401900,3641584700,2569200437,1838288742,2506506700,872568300,615611895,1.417375,297192,..,..,..,..,..,93188,2686853905,3663525300,2990476700,2109832581,29341.92496,204004,..
34,Brunei Darussalam,BRN,1996,100,100,100,80174500,80938000,57402836.88,27011.38949,108.0999985,856900,12200,92.72186894,1.687999964,25.86100006,72.4509964,3307813568,4510203800,4608000000,3268085106,11527788412,15718139500,7213000000,5115602837,26329639158,19547410417,..,..,..,..,11.37270579,1403479795,1913644700,2789000000,1978014184,4606.118808,2304494068,2463020216,38.66629696,9964472241,13586557900,4061216400,2880295319,1834079648,2500767600,920426500,652784751.8,1.410040833,304699,..,..,..,..,..,93975,2674344848,3646469200,3070845600,2177904681,28622.74524,210724,..
35,Brunei Darussalam,BRN,1997,100,100,100,89262800,94714100,63789129.85,30083.04119,120.4000015,876800,13600,94.3088594,1.631999969,25.13400078,73.23500061,3559031977,4852740100,4974000000,3349946121,11358194866,15486898700,7717000000,5197332974,25942284992,19589467241,..,..,..,..,12.93443344,1585011955,2161163800,3032000000,2042025862,5079.547858,2602567319,2694101496,39.28987949,9359388999,12761526900,4325019400,2912863281,1835318152,2502456300,1157473700,779548558.7,1.484805833,312038,..,..,..,..,..,94654,2873151815,3917542500,3297266500,2220680563,29421.60809,217384,..
36,Brunei Darussalam,BRN,1998,100,100,100,92536700,95617200,57132648.18,30599.44533,120.4000015,876800,13600,93.89259961,1.606999993,24.28700066,74.10600281,3304054712,4505078600,4755000000,2841180688,11294758343,15400403000,6780000000,4051147228,25797395034,19691466873,..,..,..,..,-9.803301351,1429628456,1949298400,2730000000,1631214149,4478.477223,2347429802,2474333338,40.26548673,9334673121,12727826800,3493995100,2087712177,1965653319,2680168300,926428600,553554373.8,1.673601667,319222,0.18,0.34,..,..,..,95224,2839345728,3871447900,3190387700,1906302402,27761.0221,223998,..
