,Country Name,Country Code,Year,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)","Agriculture, forestry, and fishing, value added (constant LCU)","Agriculture, forestry, and fishing, value added (current LCU)","Agriculture, forestry, and fishing, value added (current US$)","Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)","Air transport, freight (million ton-km)","Air transport, passengers carried","Air transport, registered carrier departures worldwide",Consumer price index (2010 = 100),Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),Final consumption expenditure (constant 2010 US$),Final consumption expenditure (constant LCU),Final consumption expenditure (current LCU),Final consumption expenditure (current US$),GDP (constant 2010 US$),GDP (constant LCU),GDP (current LCU),GDP (current US$),"GDP, PPP (constant 2011 international $)","GDP, PPP (current international $)",Gross value added at basic prices (GVA) (constant 2010 US$),Gross value added at basic prices (GVA) (constant LCU),Gross value added at basic prices (GVA) (current LCU),Gross value added at basic prices (GVA) (current US$),Households and NPISHs Final consumption expenditure (annual % growth),Households and NPISHs Final consumption expenditure (constant 2010 US$),Households and NPISHs Final consumption expenditure (constant LCU),Households and NPISHs Final consumption expenditure (current LCU),Households and NPISHs Final consumption expenditure (current US$),Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)",Households and NPISHs final consumption expenditure (% of GDP),"Industry (including construction), value added (constant 2010 US$)","Industry (including construction), value added (constant LCU)","Industry (including construction), value added (current LCU)","Industry (including construction), value added (current US$)","Manufacturing, value added (constant 2010 US$)","Manufacturing, value added (constant LCU)","Manufacturing, value added (current LCU)","Manufacturing, value added (current US$)","Official exchange rate (LCU per US$, period average)","Population, total",Pump price for diesel fuel (US$ per liter),Pump price for gasoline (US$ per liter),Rail lines (total route-km),"Railways, goods transported (million ton-km)","Railways, passengers carried (million passenger-km)",Rural population,"Services, value added (constant 2010 US$)","Services, value added (constant LCU)","Services, value added (current LCU)","Services, value added (current US$)","Services, value added per worker (constant 2010 US$)",Urban population,Wholesale price index (2010 = 100)
304,Mexico,MEX,2014,99.172928,97.52599,99.63725,5.30221E+11,5.47776E+11,41209398082,5203.376689,617.5295527,39570522,457921.907,116.2479826,13.6239996,24.75,61.62599945,8.96875E+11,1.30883E+13,1.36418E+13,1.02628E+12,1.18465E+12,1.67403E+13,1.74715E+13,1.31439E+12,2.06489E+12,2.17163E+12,1.13619E+12,1.60678E+13,1.65671E+13,1.24635E+12,2.100034053,7.59678E+11,1.10465E+13,1.15096E+13,8.65873E+11,6115.502459,1.13032E+12,1.2305E+12,65.87662921,3.70551E+11,5.3183E+12,5.5026E+12,4.13963E+11,1.84507E+11,2.67971E+12,2.7782E+12,2.09005E+11,13.29245,124221600,1.02,1.03,26704,78770,479,26095232,7.28974E+11,1.02193E+13,1.05167E+13,7.91179E+11,22666.30346,98126368,..
305,Mexico,MEX,2015,99,98,99.3,5.412E+11,5.93233E+11,37431955478,5208.332006,714.003211,46966763,508614,119.4106732,13.52999973,25.05800056,61.41199875,9.25054E+11,1.34995E+13,1.44367E+13,9.10931E+11,1.2234E+12,1.72878E+13,1.85365E+13,1.16962E+12,2.13242E+12,2.17027E+12,1.17193E+12,1.65731E+13,1.74634E+13,1.10191E+12,3.363496479,7.85229E+11,1.1418E+13,1.215E+13,7.66646E+11,6237.376336,1.16834E+12,1.23499E+12,65.5463963,3.74542E+11,5.37557E+12,5.55811E+12,3.50707E+11,1.89489E+11,2.75207E+12,3.1713E+12,2.00103E+11,15.84826667,125890949,..,..,..,73878.97,..,26078310,7.60152E+11,1.06563E+13,1.13121E+13,7.13773E+11,23098.57574,99812639,..
306,Mexico,MEX,2016,100,100,100,5.61603E+11,6.73975E+11,36110760658,5532.744864,760.849242,53313307,555984,122.7800934,12.9289999,25.70499992,61.36600113,9.57091E+11,1.39671E+13,1.56007E+13,8.35867E+11,1.25904E+12,1.77915E+13,2.00996E+13,1.07691E+12,2.19454E+12,2.26635E+12,1.20411E+12,1.70282E+13,1.88412E+13,1.00949E+12,3.65883519,8.13959E+11,1.18358E+13,1.31643E+13,7.05329E+11,6381.972478,1.21108E+12,1.30167E+12,65.49552695,3.76198E+11,5.39934E+12,5.8957E+12,3.15885E+11,1.9241E+11,2.79448E+12,3.37304E+12,1.80723E+11,18.66405833,127540423,0.72,0.73,..,..,..,26047581,7.89463E+11,1.10672E+13,1.22715E+13,6.57495E+11,23484.44334,101492842,..
307,Mexico,MEX,2017,..,..,..,5.80292E+11,7.44704E+11,39341728408,5505.357531,928.835517,58536878,567879,130.1977985,13.11299992,25.75900078,61.12799835,9.8158E+11,1.43244E+13,1.68318E+13,8.89204E+11,1.28468E+12,1.81538E+13,2.17669E+13,1.14992E+12,2.23924E+12,2.35828E+12,1.22665E+12,1.73469E+13,2.05258E+13,1.08435E+12,2.996755378,8.38352E+11,1.21905E+13,1.42626E+13,7.53475E+11,6490.636267,1.24738E+12,1.35839E+12,65.52418166,3.73811E+11,5.36508E+12,6.51519E+12,3.44189E+11,1.98007E+11,2.87577E+12,3.72554E+12,1.96816E+11,18.92651667,129163276,..,..,..,..,..,26004442,8.13312E+11,1.14016E+13,1.32659E+13,7.00823E+11,23722.34156,103158834,..
308,New Zealand,NZL,1990,100,100,100,14702964200,5776000000,3451861591,..,325.1000061,5865600,128300,64.67557898,..,..,..,63926739376,88719691400,59886000000,35789159147,82680246951,1.14746E+11,76167000000,45519034244,78820604861,49529880043,77988789610,1.08235E+11,70693000000,42247654336,0.407662093,46796566206,64945857600,45843000000,27396760892,14053.86696,41855116764,29362991601,60.18748277,19170730724,26605788600,18984000000,11345245921,12589927808,17472727700,13543000000,8093587522,1.676203333,3329800,..,..,4029,2744,..,508061,48223876854,66926727600,45933000000,27450546824,..,2821739,..
309,New Zealand,NZL,1991,100,100,100,14788357200,6358000000,3577537700,65040.66801,379.8999939,5370800,109200,66.35869163,10.76399994,23.78700066,65.4489975,62613629000,86897312400,59857000000,33680508665,81322186453,1.12862E+11,75986000000,42756020707,77525940732,50912472705,77206382322,1.0715E+11,70604000000,39727661490,-2.379608734,45682991029,63400400300,45655000000,25689286518,13070.58197,40859128750,29488455549,60.08343642,18324546709,25431425800,18616000000,10474904344,12278192792,17040091300,13571000000,7636169255,1.733514167,3495100,..,..,3913,2364,370,526013,48226123881,66929846100,45630000000,25675219446,48412.28434,2969087,..
310,New Zealand,NZL,1992,100,100,100,12955823800,6454000000,3431518503,56391.95278,409.8999939,5784400,122900,67.03194056,10.83899975,23.1989994,65.96199799,62935296977,87343734100,61219000000,32549447044,82352129931,1.14291E+11,78309000000,41636005955,78507804852,52652174527,78039767975,1.08306E+11,72794000000,38703743088,0.316343902,45827506385,63600963600,46449000000,24696405785,12976.04734,40988384112,30319804121,59.31502126,18766608135,26044933600,19143000000,10178115695,12828751069,17804174700,14032000000,7460655040,1.861791667,3531700,..,..,3913,2475,364.75,526117,49937875211,69305472500,47197000000,25094108890,49569.55658,3005583,..
311,New Zealand,NZL,1993,100,100,100,15160670600,7359000000,4070018251,66256.33062,473,6290800,123600,67.89545122,10.57800007,23.68600082,65.73699951,65015122849,90230186800,63421000000,35076046679,87732052549,1.21758E+11,84460000000,46712018141,83636584343,56924218539,83034171240,1.15238E+11,78608000000,43475471489,3.84498404,47589566692,66046410500,48424000000,26781704552,13322.20108,42564380940,32215272317,57.33364906,20049715568,27825673500,20797000000,11502129307,13676908302,18981276000,15171000000,8390575742,1.850513333,3572200,..,..,3913,2500,347.75,526757,52060474503,72251287600,50452000000,27903323931,50809.88919,3045443,..
312,New Zealand,NZL,1994,100,100,100,15193120000,6994000000,4270101960,64976.20328,555.5999756,7716100,125800,69.08048343,10.36600018,25.26399994,64.37000275,68164972213,94601654300,67395000000,41147200684,92308499652,1.28109E+11,90337000000,55154160816,87999395802,61675816392,87074022905,1.20844E+11,83910000000,51230233836,6.381699729,50626589941,70261294100,52180000000,31857866781,13985.24584,45280711923,35124210328,57.76149308,21369484810,29657293900,22945000000,14008791746,14617321321,20286413000,16720000000,10208193418,1.686521667,3620000,..,..,3913,2835,365,528375,54757175596,75993860600,53971000000,32951340131,52337.57001,3091625,..
313,New Zealand,NZL,1995,100,100,100,16281026600,7287000000,4839930925,71349.72237,580.2999878,7676600,127600,71.67441699,9.673999786,25.3409996,64.98500061,70924119759,98430892600,71670000000,47602284803,96533659742,1.33973E+11,96235000000,63918039320,92027318869,65769870039,91223958355,1.26604E+11,89121000000,59193012752,4.161534793,52733433096,73185242300,55501000000,36863044633,14355.4835,47165084504,37349888121,57.67236452,21985335990,30511993000,23676000000,15725292242,14699905056,20401025500,17034000000,11313761955,1.523876667,3673400,0.32,0.61,3913,3202,365.75,530696,57507371638,79810675700,58158000000,38627789586,52067.22543,3142704,..
314,New Zealand,NZL,1996,100,100,100,17717336600,7757000000,5381573470,77149.1674,745,9597000,187400,73.31268849,9.451999664,24.89900017,65.64800262,73907259900,1.02571E+11,76102000000,52797280422,99775216339,1.38471E+11,1.01101E+11,70140835299,95117554580,68919186066,94386095358,1.30992E+11,93559000000,64908422367,5.02051887,55380925055,76859521200,59286000000,41130845012,14839.47617,49533016472,39980362511,58.64036953,22678052640,31473368600,24089000000,16712224226,14932776307,20724212100,16843000000,11685167199,1.4548475,3732000,..,..,3913,3260,378.25,533676,58941862612,81801510800,61713000000,42814624670,51285.70296,3198324,..
315,New Zealand,NZL,1997,100,100,100,17785651000,7619000000,4803000693,84301.30686,928.4000244,9435400,256800,74.18301885,8.642999649,24.04100037,67.31500244,75962850521,1.05424E+11,79320000000,50003151989,1.02777E+11,1.42637E+11,1.04814E+11,66074513018,97979068611,72350183336,96339527639,1.33703E+11,97131000000,61231166866,2.716772193,56885498628,78947619300,61675000000,38879783143,15043.89988,50878715690,41752558127,58.84233022,22955926541,31859011400,24758000000,15607388262,14964024212,20767579000,17107000000,10784214840,1.512420833,3781300,..,..,3913,3505,395.5,537663,60568197232,84058593000,64754000000,40820777911,51156.31901,3243637,..
316,New Zealand,NZL,1998,100,100,100,17011990600,7493000000,3943891784,82118.87017,826.2000122,8654900,236100,75.12161512,8.539999962,24.23500061,67.22399902,77969970714,1.08209E+11,83166000000,43773882836,1.03873E+11,1.44158E+11,1.06827E+11,56227696195,99023635281,73744995168,96969738535,1.34578E+11,99373000000,52304331807,2.928622067,58551459893,81259696700,64501000000,33949681562,15347.69591,52368760985,43369364087,60.37893042,22483267433,31203039100,24295000000,12787515132,14553337509,20197614100,16862000000,8875203958,1.868249167,3815000,0.39,0.64,3913,3547.4,320.55,539403,62228526195,86362853700,67585000000,35572924891,52960.04437,3275597,..
317,New Zealand,NZL,1999,100,100,100,17826639700,8304000000,4309512689,76800.97044,855.5999756,9565600,227500,75.03577581,9.420999527,23.09900093,67.48000336,80109283174,1.11178E+11,86355000000,44815506773,1.09267E+11,1.51645E+11,1.13229E+11,58762260626,1.04167E+11,78923926226,1.02235E+11,1.41885E+11,1.05344E+11,54670195651,3.02445628,60322323199,83717360700,66868000000,34702371685,15729.0092,53952631265,45242219215,59.05554231,23690712349,32878772000,26043000000,13515491203,15192431529,21084570400,17614000000,9141107478,1.889613899,3835100,..,..,3913,3671.3,..,539177,65698898371,91179153600,70997000000,36845191759,54842.17417,3295923,..
318,New Zealand,NZL,2000,100,100,100,18472210600,10673000000,4686690379,84454.48873,817.137,10781314,240046,76.99813727,8.704999924,23.32600021,67.96900177,81207213826,1.12702E+11,89870000000,39463399640,1.11769E+11,1.55117E+11,1.19838E+11,52622842840,1.06551E+11,82976858321,1.05389E+11,1.46262E+11,1.11635E+11,49020770210,1.403380721,61168875053,84892234000,69484000000,30511570720,15856.30688,54709792091,46085755161,57.9816085,23887866788,33152389600,26888000000,11806964388,15588238209,21633884300,18580000000,8158784526,2.201149167,3857700,0.34,0.48,..,4077.7,..,539268,68190589545,94637206900,74074000000,32527115444,55414.53074,3318432,..
319,New Zealand,NZL,2001,100,100,100,18132346500,11696000000,4895362464,76977.20939,762.982,11467023,266139,79.01996692,9.130000114,22.87999916,67.98899841,83644693395,1.16085E+11,94500000000,39552988448,1.16014E+11,1.61008E+11,1.28712E+11,53872425917,1.10598E+11,87378126684,1.08985E+11,1.51253E+11,1.19972E+11,50214297673,2.680370386,62808427465,87167660300,72858000000,30494726268,16185.65326,56176217156,48219100477,56.60544471,24140357247,33502804400,28322000000,11854177130,15789861627,21913704100,19551000000,8183073832,2.378750833,3880500,..,..,..,..,..,539389,71779548684,99618085800,79954000000,33464758078,56790.8652,3341111,..
320,New Zealand,NZL,2002,100,100,100,18028167100,9389000000,4627630736,76649.15437,687.521,11285424,242720,81.13540459,8.824000359,22.74200058,68.43499756,87180103689,1.20991E+11,1.00326E+11,49448469614,1.21885E+11,1.69156E+11,1.35181E+11,66627729311,1.16195E+11,92024844754,1.13881E+11,1.58047E+11,1.25608E+11,61909409039,4.98253892,65937881809,91510822900,77786000000,38339001429,16699.47621,58975219039,49942023440,57.54211021,26076469660,36189806700,30775000000,15168317808,17168489213,23827010100,21023000000,10361772389,2.162190833,3948500,0.33,0.55,..,..,..,546433,74813904323,1.03829E+11,85444000000,42113460496,56919.73152,3402067,..
321,New Zealand,NZL,2003,100,100,100,20050273000,9603000000,5864785636,89721.22087,800.524,12259437,247388,82.55817431,8.184000015,22.40399933,69.41200256,92293743491,1.28088E+11,1.07084E+11,65398802980,1.27419E+11,1.76836E+11,1.44502E+11,88250885550,1.2147E+11,96506705954,1.18778E+11,1.64844E+11,1.34231E+11,81978136069,6.204594735,70029060152,97188698600,82916000000,50638817638,17389.0197,62634392375,52406041270,57.38052068,26950564653,37402905300,32284000000,19716623916,17613399755,24444472000,21268000000,12988884817,1.722099146,4027200,..,..,..,..,..,554908,77380404525,1.07391E+11,92344000000,56396726518,56659.7164,3472292,..
322,New Zealand,NZL,2004,100,100,100,19433735600,9826000000,6605714286,90877.66705,748.833,11305401,196657,84.44896209,7.566999912,22.84900093,69.58499908,97120232128,1.34787E+11,1.15039E+11,77337142857,1.31585E+11,1.82618E+11,1.54558E+11,1.03905E+11,1.25442E+11,1.02537E+11,1.23354E+11,1.71194E+11,1.43445E+11,96433613445,5.362343127,73784258647,1.024E+11,88793000000,59692773109,18051.19478,65993063410,56739134047,57.44963056,28043514882,38919738600,34870000000,23442016807,18123782112,25152797900,22498000000,15124705882,1.508681271,4087500,0.41,0.77,..,..,..,560764,81307192727,1.12841E+11,98749000000,66385882353,57381.96529,3526736,..
323,New Zealand,NZL,2005,100,100,100,20443080700,9161000000,6450045765,98211.65707,781.469,11951935,209469,87.01369677,7.157000065,22.19000053,70.65299988,1.02168E+11,1.41792E+11,1.23876E+11,87218193339,1.35952E+11,1.88679E+11,1.62935E+11,1.14719E+11,1.29605E+11,1.06147E+11,1.27422E+11,1.7684E+11,1.51151E+11,1.06422E+11,4.61816846,77191740008,1.07129E+11,94791000000,66740125326,18672.86098,69040734250,59295220652,58.17718722,28460052718,39497823900,37210000000,26198690418,18291925585,25386153100,23667000000,16663380976,1.420273457,4133900,..,..,..,..,..,564649,84231300584,1.16899E+11,1.0478E+11,73773146518,56888.97198,3569251,..
324,New Zealand,NZL,2006,100,100,100,20506271500,10623000000,6888658323,95752.66497,819,12382205,220990,89.94205743,7.197000027,22.53100014,70.27300262,1.05489E+11,1.46402E+11,1.31908E+11,85537902860,1.3945E+11,1.93533E+11,1.72112E+11,1.11609E+11,1.3294E+11,1.16194E+11,1.30745E+11,1.81452E+11,1.5888E+11,1.03028E+11,3.041073503,79539197560,1.10387E+11,1.00507E+11,65175410155,19007.59871,71140313726,63294072750,58.39627684,28453220704,39488342200,37501000000,24318137605,17677383568,24533270900,22894000000,14845989235,1.542055757,4184600,0.7,0.98,..,..,..,569106,87515799786,1.21457E+11,1.10756E+11,71821542053,58083.27499,3615494,..
325,New Zealand,NZL,2007,100,100,100,17263046000,15118000000,11110457853,79484.991,868.14,12545766,219243,92.07920942,7.165999889,22.09900093,70.73500061,1.09792E+11,1.52372E+11,1.4037E+11,1.0316E+11,1.44694E+11,2.00811E+11,1.86846E+11,1.37316E+11,1.37939E+11,1.24125E+11,1.34556E+11,1.86742E+11,1.72713E+11,1.2693E+11,3.857930742,82607764715,1.14646E+11,1.06174E+11,78028955685,19557.68851,73884857759,67447992931,56.82433662,30144191736,41835129000,39085000000,28724186081,17875286944,24807927900,23009000000,16909678842,1.360675229,4223800,..,..,..,..,..,576971,91973283511,1.27644E+11,1.1851E+11,87094877637,59540.06405,3646829,..
326,New Zealand,NZL,2008,100,100,100,18916254200,13732000000,9652070008,88910.59522,920.847,12950904,220375,95.72457871,6.985000134,21.73699951,71.27799988,1.10281E+11,1.53052E+11,1.47091E+11,1.03389E+11,1.42457E+11,1.97707E+11,1.89617E+11,1.3328E+11,1.35807E+11,1.27199E+11,1.33375E+11,1.85102E+11,1.75542E+11,1.23387E+11,-0.695326344,82033371164,1.13849E+11,1.0986E+11,77219371617,19257.56401,73371116879,69957233499,57.93784313,28267537523,39230644800,39784000000,27963730934,16341163796,22678819900,23507000000,16522808744,1.42272681,4259800,0.85,1.09,..,..,..,584445,91477354470,1.26955E+11,1.22026E+11,85770717650,58476.36331,3675355,..
327,New Zealand,NZL,2009,100,100,100,19083624400,15304000000,9559622712,95531.13582,799.295,12104116,217178,97.74977682,6.638000011,21.19799995,72.16400146,1.11302E+11,1.54468E+11,1.51554E+11,94667999250,1.45187E+11,2.01495E+11,1.94251E+11,1.21339E+11,1.38409E+11,1.32094E+11,1.33003E+11,1.84585E+11,1.80018E+11,1.12448E+11,1.398601455,83180691087,1.15441E+11,1.1339E+11,70828908739,19332.65725,74397286387,70850328914,58.37292987,27892752308,38710505200,37483000000,23413704791,15568894322,21607038200,20924000000,13070148042,1.600877295,4302600,..,..,..,..,..,592898,91359177714,1.26791E+11,1.27231E+11,79474670498,58383.53327,3709702,..
328,New Zealand,NZL,2010,100,100,100,17579000000,17579000000,12666502033,84491.2763,468.638,13295185,207872,100,6.870999813,20.96199989,72.16799927,1.13783E+11,1.57912E+11,1.57912E+11,1.13783E+11,1.46584E+11,2.03434E+11,2.03434E+11,1.46584E+11,1.39741E+11,1.36028E+11,1.35057E+11,1.87437E+11,1.87437E+11,1.35057E+11,2.341476287,85128347244,1.18144E+11,1.18144E+11,85128347244,19566.58635,76139281206,74117105328,58.07485474,28048747064,38927000000,38927000000,28048747064,15888069278,22050000000,22050000000,15888069278,1.387833828,4350700,0.97,1.47,..,..,..,602137,94341986330,1.30931E+11,1.30931E+11,94341986330,59914.98577,3748563,..
329,New Zealand,NZL,2011,100,100,100,19770184000,17393000000,13740601217,92901.23117,892.848,13747024.21,206937,104.0279067,6.928999901,20.38500023,72.68599701,1.17059E+11,1.62458E+11,1.66346E+11,1.31415E+11,1.50535E+11,2.08918E+11,2.13241E+11,1.68462E+11,1.43508E+11,1.43508E+11,1.38292E+11,1.91926E+11,1.95345E+11,1.54324E+11,3.257357039,87901281455,1.21992E+11,1.2494E+11,98703542577,20050.47478,78619409442,78619409442,58.59098391,27633018907,38350038400,40799000000,32231517797,15854589405,22003535500,23315000000,18419025894,1.265810697,4384000,..,..,..,..,..,609376,96413403702,1.33806E+11,1.37153E+11,1.08352E+11,59938.44139,3774624,..
330,New Zealand,NZL,2012,100,100,100,20759034800,15739000000,12751525904,99190.94034,975.021,13937353.94,203388,105.1305122,6.820000172,20.27799988,72.90200043,1.18998E+11,1.6515E+11,1.70459E+11,1.38104E+11,1.54298E+11,2.1414E+11,2.17472E+11,1.76193E+11,1.47095E+11,1.45406E+11,1.41348E+11,1.96168E+11,1.9899E+11,1.61219E+11,2.269977095,89896620411,1.24762E+11,1.28614E+11,1.04201E+11,20393.5075,80404052029,81086056608,59.14048705,28282569943,39251507300,41873000000,33924940859,16089692624,22329819700,23071000000,18691813593,1.234283655,4408100,1.24,1.77,..,..,..,610037,98107825003,1.36157E+11,1.41378E+11,1.14543E+11,60862.65692,3798063,..
331,New Zealand,NZL,2013,100,100,100,20226182600,19951000000,16361218252,100493.2856,934.540524,14434056,203520,106.3231365,6.427999973,20.28300095,73.28900146,1.2297E+11,1.70662E+11,1.77761E+11,1.45776E+11,1.57412E+11,2.18461E+11,2.32645E+11,1.90785E+11,1.50063E+11,1.60891E+11,1.449E+11,2.01097E+11,2.13351E+11,1.74963E+11,3.773307734,93288696541,1.29469E+11,1.34455E+11,1.10263E+11,21001.03477,83437944342,83568792366,57.79406392,28849208674,40037907700,43757000000,35883806679,16244444148,22544589100,23828000000,19540629969,1.219407974,4442100,..,..,..,..,..,612077,1.01477E+11,1.40833E+11,1.49643E+11,1.22718E+11,61371.06606,3830023,..
332,New Zealand,NZL,2014,100,100,100,21339707100,15177000000,12590493045,105875.6907,999.3047112,13618712,189722,107.628261,6.227000237,20.84900093,72.9240036,1.26867E+11,1.76071E+11,1.84923E+11,1.53408E+11,1.62992E+11,2.26206E+11,2.42238E+11,2.00955E+11,1.55383E+11,1.68136E+11,1.50125E+11,2.08348E+11,2.21968E+11,1.8414E+11,3.169011333,96245025907,1.33572E+11,1.39769E+11,1.15949E+11,21341.78014,86082102255,87310387306,57.69903979,30020285404,41663167600,48376000000,40131626248,16478059364,22868808200,26835000000,22261703952,1.205433333,4509700,1.11,1.71,..,..,..,618686,1.04728E+11,1.45345E+11,1.58415E+11,1.31417E+11,61576.77479,3891014,..
333,New Zealand,NZL,2015,100,100,100,22330265700,13975000000,9745637128,110619.8513,1155.45872,14385078,186209,107.9432939,6.116000175,21.98699951,71.89700317,1.31391E+11,1.82349E+11,1.93213E+11,1.34739E+11,1.70219E+11,2.36236E+11,2.54704E+11,1.77621E+11,1.62273E+11,1.74016E+11,1.55297E+11,2.15527E+11,2.33137E+11,1.62581E+11,3.90551754,1.00004E+11,1.38789E+11,1.46353E+11,1.02061E+11,21760.31775,89444053857,89628150317,57.46003204,31110707809,43176492700,52062000000,36306072282,16876842121,23422252400,29127000000,20312069597,1.433975,4595700,..,..,..,..,..,627727,1.08096E+11,1.5002E+11,1.671E+11,1.16529E+11,63218.56126,3967973,..
334,New Zealand,NZL,2016,100,100,100,22261951300,..,..,99610.6387,1231.854193,15300409,181125,108.640867,6.506999969,20.1590004,73.33499908,1.37297E+11,1.90546E+11,2.04509E+11,1.42364E+11,1.76129E+11,2.44437E+11,2.71914E+11,1.89286E+11,1.67907E+11,1.85218E+11,1.60939E+11,2.23356E+11,..,..,5.283774565,1.05288E+11,1.46122E+11,1.55639E+11,1.08344E+11,22434.13289,94170076025,94956776818,57.238318,32498423010,45102410800,..,..,17255536882,23947817800,..,..,1.436525,4693200,0.79,1.4,..,..,..,638275,1.124E+11,1.55992E+11,..,..,61931.83461,4054925,..
335,New Zealand,NZL,2017,..,..,..,..,..,..,..,1335.953205,16271523,184762,110.6515787,6.639999866,20.23200035,73.12799835,..,..,..,..,1.81463E+11,2.5184E+11,2.89719E+11,2.05853E+11,1.72992E+11,1.97072E+11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.407408333,4793900,..,..,..,..,..,648806,..,..,..,..,..,4145094,..
336,Papua New Guinea,PNG,1990,5.114663601,..,57.57668304,2026402200,891300000,932886572.5,..,14.80000019,931200,62400,21.38445516,..,..,..,..,4176957600,2580199900,2700587727,6430540085,19601081773,3076200000,3219730365,10237131060,6616596049,..,4644661700,2888300000,3023063264,-13.43514455,..,3062856500,1816300000,1901045531,..,..,2410167110,59.04362525,..,1168493500,935499800,979148661.5,..,410890500,275899900,288772929.5,0.955,4313059,..,..,..,..,..,3666359,..,..,..,..,..,646700,..
337,Papua New Guinea,PNG,1991,5.861414909,..,58.16155624,1972656600,936700000,983928571.4,..,15.60000038,911000,56700,22.87402814,71.10399628,3.881000042,25.01499939,..,4569680500,2974100000,3124054622,7044457169,21472377000,3605600000,3787394958,11214459491,7489535510,..,..,3404600000,3576260504,11.50229532,..,3415155300,2121300000,2228256303,..,..,2743030418,58.83348125,..,1518604900,1241199800,1303781303,..,475935800,345100000,362500000,0.951709167,4423007,..,..,..,..,..,3767694,..,..,..,..,..,655313,..
338,Papua New Guinea,PNG,1992,6.607656002,..,58.7462616,2097304300,1033500000,1071428571,..,16.10000038,954000,53200,23.85981059,69.15299988,3.937999964,26.9090004,..,4965387700,3148200000,3263736264,8020050049,24446104800,4223000000,4377980510,12767559548,8721139651,..,..,4027100000,4174891147,7.820443773,..,3682235600,2143700000,2222371968,..,..,2737958893,50.76249112,..,2067670300,1678600200,1740203400,..,514197700,390300200,404623885.5,0.964663333,4535520,..,..,..,..,..,3872019,..,..,..,..,..,663501,..
339,Papua New Guinea,PNG,1993,7.350838661,..,59.32993317,2532055900,1341700000,1371320523,..,14.60000038,866000,24700,25.04662485,67.57900238,3.921999931,28.49900055,..,5271807900,3244800000,3316434996,9479882492,28895854700,4867100000,4974550286,15091547247,10553854655,..,..,4671600000,4774734260,1.771288073,..,3747458600,2045600000,2090760425,..,..,2562328176,42.02913439,..,2642908200,1893900000,1935711365,..,528227000,411000000,420073589.5,0.978176667,4651169,..,..,..,..,..,3979308,..,..,..,..,..,671861,..
340,Papua New Guinea,PNG,1994,8.087903023,..,59.91154099,2702625900,1789800000,1780895522,..,17.20000076,1112800,57800,25.76113547,68.55799866,3.858999968,27.58300018,..,5539667300,3587333400,3569485970,10043187449,30612877900,5530300000,5502786070,15988303443,11418922239,..,..,5285000000,5258706468,16.06428154,..,4349460900,2558210100,2545482687,..,..,3196784163,46.25807099,..,2670408800,1786900000,1778009950,..,575204200,423300000,421194029.9,1.01134,4770606,..,..,..,..,..,4090222,..,..,..,..,..,680384,..
341,Papua New Guinea,PNG,1995,8.815789223,0.347052541,60.4900589,2699850300,2094600000,1567579704,..,18,970000,26800,30.21289994,69.95600128,3.720000029,26.3239994,..,4728973300,3761596700,2815144963,9710512009,29598842000,6194700000,4636057476,15458699081,11270949096,..,..,5902200000,4417153121,-17.50219205,..,3588209900,2703502700,2023276979,..,..,2961368911,43.64218929,..,2440920700,1986300000,1486528963,..,578817800,496500000,371576111.4,1.279841667,4894276,..,..,..,..,..,4205113,..,..,..,..,..,689163,..
342,Papua New Guinea,PNG,1996,11,2.9,63.1,2997590800,2150200000,1631411229,..,18,970000,26800,33.7249013,68.53199768,4.116000175,27.35199928,..,5711813700,4501408500,3415332701,10461493468,31887926400,6794700000,5155311077,16654227842,12364279846,..,..,6455500000,4897951442,16.67109552,..,4186403800,3148783300,2389061684,..,..,3180513602,46.34175607,..,2687288500,2365300000,1794613050,..,668520700,607000000,460546282.2,1.319075,5022437,..,..,..,..,..,4324268,..,..,..,..,..,698169,..
343,Papua New Guinea,PNG,1997,10.23179436,2.055245907,61.63369751,2962265600,2480200000,1729447040,..,15.69999981,1114000,29300,35.06188389,70.32299805,3.911999941,25.76499939,..,6267502100,5652023400,3941164075,10053035999,30642897500,7079600000,4936615299,16003981893,12084883005,..,7662682300,6709400000,4678474304,15.57968918,..,4838632500,4287837000,2989914929,..,..,4263279452,60.5660913,..,2229639700,2109900000,1471236315,..,702743900,651000000,453943239.7,1.437971667,5154910,..,..,..,..,..,4447450,..,..,..,..,..,707460,..
344,Papua New Guinea,PNG,1998,10.91379452,2.876488385,62.19675446,2629200000,2629200000,1276744525,..,13.5,1110300,29600,39.82125124,71.1969986,3.859999895,24.94300079,..,5998724300,5998724300,2912991939,9674125691,29487932000,7803600000,3789443015,15400773696,11755598759,..,7411400000,7411400000,3598989948,-5.150785888,..,4589404900,4589404900,2228623756,..,..,4080110529,58.81138064,..,2446800000,2446800000,1188170738,..,722300000,722300000,350750254.9,2.073591667,5291178,0.28,0.41,..,..,..,4574276,..,..,..,..,..,716902,..
