economy,item,unit,item_code_new,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
08_JPN,propylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,5767,6031,6090,6285.9,5673.6,5590.5,5985.5,5624.7,5239.3,5647,5674,5723,5223.1,5458.7,
09_ROK,propylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,4016,4103,4345,4847,5064,5592,5668,6054,6712,6908,7149,7036,8019,8322,
10_MAS,propylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,782,836,868,858,864.2152778,786,808,908,901,741,765.16148,762.94394,742.59448,698.2824019,
11_MEX,propylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,431,380,419,870,870,870,831,600,600,600,600,600,600,600,
12_NZ,propylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13_PNG,propylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14_PE,propylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15_RP,propylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,12.565,166.897,177.02,187.64,
16_RUS,propylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,1310,1403,1618,1614,1520,1490,1738,1878,1301.4,1583.4,1538,1730,2377.93,2454.55,
17_SIN,propylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,1212,1199,1271,1466,1448,1411,1457,1679,1739,2340.625,2287.21768,2459.177903,1897,2357,
18_CT,propylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,1995,2012,2105,2835,2662,2881,2976,2601,2696,3047,3237,3273,3415,3305,
19_THA,propylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,1215,1211,1246,1220,1120,1263,1697,2085,2226,2411,2411.27167,2351.750748,2415.365146,2566.054302,
20_USA,propylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,17055,16452.75,18318,17747,15750,15286,16590,14324,13684,13940,14050,14297,14522,14760,
21_VN,propylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,150,150,150,150,150,150,150,150,150,
01_AUS,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,66,66,54,44,45,36,0,0,0,0,0,0,0,0,
02_BD,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03_CDA,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,928,1042,773,823,618,618,618,674.4,674.4,674.4,674.4,674.4,674.4,674.4,
04_CHL,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05_PRC,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,2556,3061,3760,4284,4412.6,4528.9,7088,7944,8289,9030,10300,10604,11181,10968,
06_HKC,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
07_INA,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,88,96,256,484,124.8748114,254.30875,300,300,300,300,300,300,300,300,
08_JPN,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,4758,4980,4874,5245,4581,4259,4764,4428,4215,4694,4269,4061,4072,4384,
09_ROK,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,3486,3642,3851,4221,4107,4078,4381,4452,4762,4899,5355,5725,6091,6493,
10_MAS,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,297,275,280,280,280,280,280,280,280,311.669,266.568,300.379,316.005,274.23,
11_MEX,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,164,170,137,117,122,122,122,122,30,80,122,87,82,82,
12_NZ,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13_PNG,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14_PE,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15_RP,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,23,23,23,23,23,23,23,23,
16_RUS,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,1580,1622,1677,1141,1008,1200,1366,1115,1299,1451.1,1389,1376,1502.2,1465,
17_SIN,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,788,786,765,780,702,741,741,741,774,797.5,845.4654,1140,1125,1242,
18_CT,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,1088,1204,1180,1606,1550,1558,1708,1554,1684,1726,1756,1740,1695,1680,
19_THA,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,715,704,709,774,819,950,1230,1356,1419,1416.116,1400,1246.367696,1285.861286,1349.93047,
20_USA,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,8224,7326,7650,7341,6561,6373,5568,6370,6003,5734,5549,5327,5130,5198.7,
21_VN,benzene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01_AUS,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,51,51,52,52,20,47,54,20,20,20,20,9,9,10,
02_BD,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03_CDA,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,471,492,506,780,800,800,850,798.3,798.3,798.3,798.3,798.3,798.3,798.3,
04_CHL,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05_PRC,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,1592,1730,2226,2698,2608,2853,3421,4897,4511,4750,6379,5475,6370,6395,
06_HKC,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
07_INA,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,48,22,28.73067645,17.1,31.9,0,0,0,0,0,0,0,
08_JPN,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,1634,1676,1633,1637,1433,1415,1393,1340,1391,1683,1806,2024,1986,2129,
09_ROK,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,1834,1792,1779,1893,1534,2051,2143,2143,2357,2290,2054,1583,1722,1594,
10_MAS,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,60,60,60,55,55,60,60,60,60,60,60,60,60,60,
11_MEX,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,452.375,463,474,485,493.8181818,498.7563636,360,360,330,330,330,330,330,318.75,
12_NZ,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13_PNG,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14_PE,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15_RP,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,150,150,150,150,150,150,150,150,
16_RUS,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,75,150,200,313,330,271,275,278,316,347.6,307,351,302.5,350,
17_SIN,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,298,274,278,306,185,93,210,193.485,187.858,283.487,284.637,284.962,249,285,
18_CT,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,140,88,30,36,16,39,167,23,27,76,285,335,279,334,
19_THA,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,568,572,607,553,682,877,806,874,877,829,894,976.127,1069,1057,
20_USA,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,5510.5,5576,5660,5715,2650,2650,2650,2650,2650,2650,2650,2650,2657,2694.98,
21_VN,toluene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01_AUS,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,10,10,20,20,10,10,10,10,10,10,0,0,0,0,
02_BD,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
03_CDA,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,426.5,458,468,478.2183406,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,544.5,
04_CHL,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05_PRC,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,3216,3589,4629,3239,3405,4676,7354,7734,8456,9585,9920,9715,10390,10745,
06_HKC,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
07_INA,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,40,115.861,32.68834963,34.44,41.1,0,50,50,0,0,0,0,
08_JPN,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,5395,5570,5745,6006,5698,5628,5935,5758,5990,6662,5921,6413,6689,6759,
09_ROK,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,2107,2269,2450,2673,2206,2292,3685,2929,3504,3126,2917,2695,3063,3948,
10_MAS,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,36.66666667,36.66666667,36.66666667,37,37,37,37,37,37,37,37,37,37,37,
11_MEX,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,425.5,431,436,441.0580046,427.8262645,436,370,375,341,341,341,341,341.1,341.1,
12_NZ,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13_PNG,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14_PE,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15_RP,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,220,220,220,220,220,220,220,220,
16_RUS,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,434.2,437.54,504.34,642.95,611.22,652.97,651.3,649.63,671.71742,680.4497465,587,623,634.8,615,
17_SIN,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,170,170,167,170,153,162,162,139.9666667,124.2,178.1125016,191.7117281,162.5301427,157,352,
18_CT,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,1586,1791,1717,2368,2464,2461,2731,2496,2595,2478,2153,2162,1936,2034,
19_THA,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,1517,1517,1533.75,1651.5,1634,2114,2080,2070,2237,2434.509,2084.760059,2012.94402,2305.037712,2210.771748,
20_USA,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,6256.22,6457,6638,6824.073718,6147.6,6147.6,5842.8,5842.8,5411.4,5305.8,4876.8,4617.6,4606.8,4977.6,
21_VN,xylene_production,thousand tonnes,13_2_chemical_incl__petrochemical,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
01_AUS,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,212000,235000,324000,321000,363000,357000,364000,377000,414000,439000,431000,422000,459000,436000,363000,430000,364000,364000,345000,366000,355000,538000,539000,449000,381000,387000,371000,372000,445000,449000,397000,420000,402000,402000,402000,376000,380000,371400,361320
02_BD,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03_CDA,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,7510000,7631000,6832000,7793000,8800000,8542000,9069000,9603000,10069000,10504000,10537000,10630000,10212000,10589000,11000000,11550000,10979000,11355000,10481000,11222000,12340000,11385000,11621000,11968000,12139000,12010000,11363000,10588000,9653000,8106000,8859000,7719000,7665000,7755000,7054000,7050000,6980135,6678408,6435393.9
04_CHL,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,131100,125000,115000,140000,157000,158000,154000,153000,182000,161000,160000,179000,181000,183000,184000,183800,214000,209000,230000,370000,372000,386000,409000,445000,507000,479000,513000,494000,495000,503000,458000,485000,448000,364000,314300,310400,285800,231100,212830
05_PRC,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,345000,345000,345000,354000,378000,401000,402000,384000,402000,406000,417000,410000,435000,500000,575000,640000,540000,440000,450000,455000,480000,565000,565000,565000,565000,565000,565000,565000,865000,865000,865000,865000,865000,865000,865000,865000,865000,865000,865000
06_HKC,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_INA,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,10000,33000,36000,49000,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08_JPN,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,1770000,1638000,1540000,1595000,1580000,1646000,1662000,1683000,1928000,2009000,2048000,2072000,1861000,1644000,1636000,1673000,1705000,1674000,1598000,1474000,1405000,1394000,1258000,1236000,1237000,1203000,1166000,1033000,960000,747000,738000,714000,689000,666000,647000,587000,584000,547900,516620
09_ROK,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,137000,137000,127000,126000,139000,138000,143000,168000,158000,145000,159000,167000,161000,142000,170000,181000,229000,197000,169000,174000,175000,127000,115000,108000,117000,100000,90000,80000,111000,106000,109000,138000,112000,103000,85000,59000,71000,48200,36160
10_MAS,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11_MEX,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,46000,50000,53000,56000,65000,103000,117000,107000,107000,107000,126000,108000,39000,13000,15000,19600,33000,10000,14000,42000,32000,42000,167000,174000,38000,39000,40000,40000,39000,30000,31900,28320,24706,17000,8000,4249.2,4249.2,4249.2,4249.2
12_NZ,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,566000,565000,531000,471000,499000,572000,578000,577000,610000,595000,575000,616000,682000,673000,664000,700000,715000,727000,761000,760000,824000,795000,839000,795000,852787,852961,744732,748040,742681,767386,730795,726264,707579,634049,643806,652138,680775,653013.7,675225.86
13_PNG,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14_PE,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15_RP,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,39000,40000,37000,40000,38000,32000,52000,52000,52000,50000,50000,39000,53000,30000,20000,28000,28000,28000,28000,28000,28000,28000,28000,37000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
16_RUS,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,1396000,1165000,919000,1245000,976000,899000,981000,1129000,1196000,1214800,1207000,1240000,1305000,1303000,1300000,1303000,1478000,1470000,1848000,2043006,1648000,1447000,1225000,2149186,2200000,2275693,2649091.6
17_SIN,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18_CT,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,15000,15000,15000,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19_THA,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20_USA,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,4169000,4826000,4625000,4597000,4998000,4772000,5030000,5184000,5391000,5469000,5772000,5810000,5898000,5586000,5884000,5593000,5369000,5401000,5290674,5109000,5146432,4501441,4244760,4118687,4144990,4172200,3960869,4241132,4029075,3729149,3805101,3805101,3600000,3385000,3047000,2747156,2713165,2375010,2147321.7
21_VN,pulp_mechanical_production,tonnes,13_9_pulp_paper_and_printing,10000,10000,10000,5000,5000,5000,5000,5000,5000,5000,1500,11200,12300,15000,15000,15000,15000,15000,15000,30000,40000,40000,40000,25000,30000,30000,59000,62000,65000,65000,80000,200000,190000,190000,190000,190000,190000,190000,190000
01_AUS,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,269000,253000,224000,214000,207000,219000,220000,184000,197000,203000,230000,238000,105000,106000,203000,114000,142000,138000,122000,125000,138000,124000,121000,93000,91000,99000,89000,91000,93000,93000,95000,95000,92000,92000,92000,88000,88000,86800,85040
02_BD,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03_CDA,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,333000,322000,252000,305000,331000,259000,322000,353000,335000,580000,650000,630000,511000,434000,373000,356000,381000,404000,482000,551000,562000,505000,520000,559000,592000,538000,477000,493000,488000,459000,447000,463000,386000,379000,384000,400000,398865,403592,412306.1
04_CHL,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05_PRC,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,56000,50000,56000,54000,62000,54000,0,0,0,0,0,0,1425000,1460000,1710000,1710000,1710000,1710000,1710000,1710000,1710000,1710000,1710000,1710000,1710000,1710000,1710000,1710000,1710000,1710000,1710000,1710000
06_HKC,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_INA,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,48000,48000,48000,35000,35000,48000,76000,81000,112000,136000,136000,80000,216000,216000,0,0,463000,277000,277000,277000,277000,277000,277000,277000,277000,277000,277000,277000,277000,277000,277000,277000,277000,277000,277000
08_JPN,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,1002000,797000,622000,553000,540000,496000,453000,446000,434000,344000,324000,334000,293000,243000,214000,211000,198000,196000,152000,102000,96000,75000,59000,53000,49000,49000,42000,43000,41000,34000,31000,22000,22000,19000,17000,20000,18000,17100,17380
09_ROK,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_MAS,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,88000,103000,105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11_MEX,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5600,0,0,37000,30000,30000,32000,32000,32000,32000,32000,32000,0,0,0,0,0,0,0,0,0,0
12_NZ,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,16000,21000,25000,20000,22000,22000,20000,20000,19000,38000,48000,58000,29000,25000,30000,35000,34000,33000,33000,26000,28000,27000,27000,29000,24000,47000,36000,32000,35000,33000,28000,31000,29911,30000,41311,38000,39311,43746.6,46121.68
13_PNG,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14_PE,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15_RP,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16_RUS,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,382000,300000,215000,266000,199000,263000,206000,298000,361000,370000,414000,450000,460000,429000,445000,453000,515000,535000,576000,609000,610000,644000,815000,600000,600000,634600,588580
17_SIN,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18_CT,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19_THA,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,26000,55000,0,0,0,0,59000,59000,59000,58000,62000,63000,63000,61000,60000,62000,62000,62000,57000,120000,105900,125120
20_USA,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,3661000,3572000,3356000,3494000,3720000,3682000,3749000,3852000,3953000,3958000,3828000,3714000,3721000,3640000,4099000,3609000,3497000,3668000,3606948,3643000,3587897,3198989,3224385,2994914,3202617,3462019,3140034,3515532,3339755,3092770,3154619,3311457,3614490,3614000,3403000,3327014,3270266,3153123.8,3037134.84
21_VN,pulp_semi_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106500,127000,127000,45000,47000,47000,47000,55000,80000,100000,100000,100000,100000,100000,100000,100000
01_AUS,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,216000,215000,205000,216000,253000,311000,326000,358000,383000,394000,374000,377000,455000,454000,431000,459000,448000,443000,469000,391000,401000,412000,607000,628000,635000,673000,693000,719000,907000,684000,812000,902000,937000,937000,937000,944202,917202,901000,1049000
02_BD,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03_CDA,pulp_chemical_production,tonnes,13_9_pulp_paper_and_printing,11789000,11351000,9703000,10906000,11099000,11199000,11899000,12606000,12628000,12477000,11612000,11962000,11866000,11848000,13279000,13496000,13003000,13075000,12640000,13368000,13553000,12979000,13381000,13436000,13451000,12762000,11601000,11300000,10224000,8532000,9230000,9560000,9098000,9119000,9114000,9100000,9128000,9072000,8961000
