economy,item,unit,item_code_new,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
17_SIN,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,43000,50000,50000,10000,10000,10000,10000,10000,10000,10000,80000,85000,85000,96000,97000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000
18_CT,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,1187800,1234000,1272000,1486000,1637000,1745000,2165000,2323000,2491000,2610000,2762846,2762846,3305679,3214721,3434143,3456390,3655250,3705496,3413872,3530414,3699610,3490121,3516000,3681000,3832000,3658000,3637000,3697000,3174000,3102000,3149000,3230000,3373000,3354000,3354000,3354000,3354000,3354000,3354000
19_THA,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,265000,276200,254000,225000,350000,363000,346000,372000,420000,429000,687000,772000,926000,1050000,1326000,1473000,1510000,1624000,1626000,1702000,1642000,1681000,1680000,2220000,2222000,2241000,3739000,2973000,2965000,2932000,3032000,3039000,3135000,3250000,3250000,3578000,3705000,3788000,3812000
20_USA,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,38772000,38956008,36427000,38712000,40989000,39568008,41708008,43636008,44572000,44672008,45872000,46646008,48455008,49320000,51288000,56133000,55190000,57636000,57241000,58936000,56593000,54563221,55713280,55281190,55577476,57754708,58487709,57963359,56148091,52110235,54249845,56503706,55479000,53793721,55809000,56212000,56011851,57303198,58582394
21_VN,paper_paperboard_production,tonnes,13_9_pulp_paper_and_printing,14000,14000,14000,13000,16000,17000,19000,16000,15600,15600,22000,38800,41500,49000,42000,52000,52000,52000,52000,246000,279000,657300,701600,682000,782500,782500,1167000,1193000,1208000,1208000,1150000,1170000,1249000,1249000,1249000,1249000,1249000,1249000,1249000
01_AUS,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,553000,550000,606000,520000,494000,550000,527000,645000,759000,651000,680000,831000,962000,1035000,980000,1080000,1340000,1488000,1463000,1536000,1893000,1799000,1661000,1881000,1929000,2177000,2526000,2768000,3028000,2962000,3203000,3101000,3191000,3016000,3037000,3142000,3224000,3139259,3064690
02_BD,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03_CDA,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,854000,870000,832000,902000,997000,1033000,1077000,1096000,1234000,1654000,1310000,1478000,1478000,2116000,2511000,2694000,2694000,2694000,2624000,2624000,2624000,2861000,2861000,2700000,2700000,2700000,2851000,2851000,3200000,3752000,3444000,3284000,2651000,2700000,2577000,2600000,2700000,2700000,2700000
04_CHL,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,47000,56000,53000,47000,77000,76000,118000,141000,156000,167000,136000,136000,136000,136000,136000,136000,136000,136000,136000,136000,136000,136000,136000,422000,422000,422000,466000,466000,466000,489000,489000,489000,489000,489000,489000,489000,489000,489000,357000
05_PRC,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,1962000,2298000,2318000,2644000,3380000,3028000,3900000,4088000,5543000,5906000,6830000,7422000,8285000,8228000,10597000,11580000,11630000,12104000,12198000,15413000,14343000,13568000,16899000,17960000,19879000,21973000,27114000,32099000,35753500,40820000,44536000,47672400,48796300,47317600,52269900,52120300,53349700,56550500,53016000
06_HKC,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,402000,386000,357000,440000,456000,384000,503000,582000,599000,595000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_INA,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,110000,80000,138000,152000,250000,350000,400000,400000,125000,150000,187000,305000,310000,340000,340000,700000,980000,1224000,1224000,1224000,1978000,1870000,1870000,1870000,1870000,1870000,1870000,1870000,3711000,3934000,3934000,3934000,3934000,3934000,3934000,3934000,3934000,3233309,3233309
08_JPN,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,8079000,7920000,8472000,8996000,9700000,10152000,10510000,11210000,11957000,13091000,14022000,14667000,14667000,14841000,14841000,15251300,15251300,15251300,15251300,15251300,18332115,19122162,20046152,20442616,21291000,22319746,22825300,23040700,22752252,21663919,21715031,21552578,21751622,21893000,21783651,21435849,21274708,21093763,20694000
09_ROK,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,582000,563000,553000,684000,783000,817000,990000,1180000,1421000,1902000,1875000,2094000,2325000,2701000,3305000,3662000,3944000,4531000,3869000,3869000,5003000,5251000,5999000,6611000,6875000,7086000,7455000,7998000,7902000,7851000,8857000,8827000,8044000,8646000,8723000,8333000,8340000,8845000,8471000
10_MAS,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,58000,58000,58000,60000,80000,80000,35000,35000,130000,130000,102000,102000,102000,102000,102000,102000,102000,102000,102000,102000,890000,920000,920000,920000,920000,920000,1112000,1112000,1112000,1196000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000,1200000
11_MEX,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,779000,808000,920000,891000,919000,978000,970000,950000,931000,935000,920000,920000,920000,920000,920000,920000,920000,920000,920000,920000,920000,920000,920000,920000,920000,920000,4302000,4302000,4302000,3039000,3039000,3039000,3223000,4900000,4900000,4900000,4900000,4622000,4784000
12_NZ,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,68000,66000,66000,70000,102000,111000,96000,90000,98000,103000,107000,107000,152000,108000,132000,115000,160000,149000,90000,110000,190000,191000,200000,202000,238000,236000,255000,255000,255000,420000,547000,569000,569000,550000,565000,427000,523000,540000,540000
13_PNG,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14_PE,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,57000,59000,43000,46000,46000,46000,72000,86000,77000,151000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15_RP,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,78000,78000,47000,54000,58000,45000,40000,40000,40000,26000,54000,54000,54000,54000,54000,54000,54000,200000,300000,500000,333000,326000,326000,326000,326000,326000,326000,326000,326000,326000,970000,854500,854500,854500,854500,854500,854500,854500,854500
16_RUS,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,0,0,1500000,1200000,960000,1180000,960000,850000,1070000,1360000,1540000,1650000,1760000,1870000,1900000,2100000,2050000,2050000,2150000,2300000,2100000,2300000,2600000,2700000,2860000,2720000,2720000,3115000,3450000
17_SIN,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,102000,126000,130000,243000,235000,199000,198000,220000,253000,253000,250000,260000,300000,300000,250000,275000,275000,275000,275000,275000,275000,275000,275000,275000,275000,275000,275000,275000,700000,700000,700000,700000,700000,700000,700000,700000,700000,700000,700000
18_CT,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,650000,890000,799000,900000,900000,901000,1219000,1140000,1872000,1724000,2083000,1858000,2301000,2301000,2538000,2607000,2607000,2607000,2607000,2607000,2944000,2723000,2723000,2541000,2435000,3025000,3452000,3319000,3357000,3011000,3149000,2894000,2876000,2876000,2876000,2876000,2876000,2876000,2876000
19_THA,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,148000,158000,164000,215000,249000,199000,231000,247000,284000,350000,250000,250000,250000,327000,327000,851000,933000,1021000,905000,868000,778000,819000,998000,1053000,1275000,1461000,1708000,1708000,1708000,1856000,1856000,1856000,1856000,2365000,2365000,2765000,2785000,2758000,2842000
20_USA,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,16303000,16057000,15422000,16874000,18424000,18188000,20029008,21316000,23177008,24953008,26395008,28199008,30479008,32454000,36200000,38500000,39300000,40100000,41102511,41103000,43370000,41212397,41596980,43033995,44076543,45057747,46602033,47760835,47110900,45487300,46859100,47970000,46447300,45475119,46421308,47209647,47626950,47626950,47788000
21_VN,paper_recovered_production,tonnes,13_9_pulp_paper_and_printing,0,0,0,0,0,0,0,0,0,0,10300,15400,13500,147000,147000,147000,147000,147000,147000,95000,140000,176000,176000,145000,175000,175000,75000,77000,77000,77000,120000,120000,120000,120000,120000,120000,120000,120000,120000
01_AUS,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,21945.8,25016.4,28218.2,30063.4,32673.8,62295.6,68892.4,61462.6,70477.5,47942.1,36063.9,65264.05636,67726.26413,69446.78438
02_BD,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,493.7,570.5,619.1,763.1,595.9,641.4,937.3,1028.6,988.8,938.4,672.1,986.9054545,1012.532893,1038.730011
03_CDA,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,11550.2,16212.5,20455.7,20723.8,12846,21205,28638.7,23842.4,22412.4,20526.4,18121.7,23940.24182,23564.84248,23479.11201
04_CHL,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,15509.9,27150.7,30756.6,22927.7,20647,31520,34085.8,31346.5,28959.2,26971.9,20455.8,29060.92727,27458.27174,27285.14724
05_PRC,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,28208.8,33948.3,40741.9,66162.8,62270.3,75443.7,94277.1,90151.5,91225.5,86060.9,85902.9,108309.7491,113213.8997,116888.8441
06_HKC,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,54.4,58,65.6,68.2,69.3,67.4,76.4,79.6,82.8,89.9,108.7,100.7872727,105.5517355,110.3694245
07_INA,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,8074.9,10107.7,12244.2,14284.4,14688.5,20510.3,21587.7,20735.3,19315.4,18170.5,15547.8,21967.71636,22304.58777,22486.64788
08_JPN,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,2488.7,2196,2163.7,1830.9,1577,1819,2134.7,1941.1,1769.5,1687.7,1527.5,1526.325455,1516.729256,1486.953052
09_ROK,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,1350.8,1405.5,1684.9,1664.8,1390,1487,1622.3,1551.2,1799.1,1986.3,1594.4,1806.330909,1825.933058,1840.745211
10_MAS,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,2598.8,2370.6,2833.6,3427.1,3019.8,3751.4,4570.6,5001.6,5066.5,5928.4,4625.9,5877.583636,6273.095868,6579.649803
11_MEX,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,5798.5,7568,8868.2,7914,6763,9535.5,13389.2,13685.3,12492.4,11761,10862.2,13756.04,14203.12,14796.97236
12_NZ,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,928.7,916.4,1882.8,1997.1,1710.9,2040.2,2156.7,1698.4,967,692.7,338,1025.501818,781.8006612,441.2935297
13_PNG,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14_PE,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,4482.3,5983.7,11330,10746.6,9677.5,13528.1,18014,16317.6,14024.3,11648.2,13918,17100.82182,17305.82975,17251.97938
15_RP,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,1219.4,1375.8,1939.7,2253.8,2201.1,2663.9,3057.1,3344.4,3755.2,3894.5,4018.6,4477.836364,4773.080496,5034.920511
16_RUS,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,5830.2,6633.5,8811.4,11412.5,7779.8,11662.6,17201.6,16220.1,16964.4,14274.4,10594.3,16919.35091,17501.6276,17880.64941
17_SIN,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18_CT,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,454.9,457.5,605.6,494.2,575.5,706.5,581.9,590,612.3,641.2,633.7,678.3127273,685.9500826,684.7930548
19_THA,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,361.5,431.9,508.1,556.9,556.5,671.4,710.6,734.4,780.5,776.6,753.3,876.3781818,907.3229752,938.0761563
20_USA,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,26136.6,32767.6,35631,36031.6,37697.7,41865.3,46765.9,47131.2,43929.8,44866.4,41179.7,49260.68182,49678.51884,50554.31032
21_VN,mining_gva,million US Dollars,13_7_mining_and_quarrying,,,,,,,,,,,,,,,,,,,,,,,,,,346.2,411.5,488.5,666.4,767.5,794.8,1492,1654.8,1813.8,1969.6,2055.3,2303.041818,2542.682479,2778.162918
01_AUS,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,14830.5,14293,17267.2,18213.4,17362.9,20934.4,25156.5,25822,25205.1,23270.5,18863.3,25723.44545,26516.33653,26876.34551
02_BD,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,52.9,59.2,62.7,74.4,63.4,82.6,95.1,113.2,111,102.3,97.1,118.4054545,124.1165289,129.8204237
03_CDA,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,21373.9,23719.2,25074.6,25886.5,24635.9,27654.3,28681.2,29258.5,28008.1,26780.1,34051,32023.14909,32622.30876,33412.82018
04_CHL,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,5158.2,5979.6,6388.6,6611.1,7174,8044.3,9458.9,10161,10769,10307.2,9362.3,11448.02545,11953.01653,12492.70842
05_PRC,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,70231.1,84061.6,104099.6,140737.7,158336.6,185021.1,224138,262322.6,314371.7,340061.2,325568.9,377566.8218,410975.7388,443038.6136
06_HKC,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,5298.3,5938.1,6607.7,7561.5,6761.9,7588.7,7313.1,9236.3,10377.7,11249.9,12332.8,12113.11818,12846.61388,13626.3434
07_INA,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,20345.2,26509.9,31083,37865.4,38283.7,46662.5,54467.7,56673.5,54346.2,54929.4,55967.4,66032.83455,68828.15438,71605.01227
08_JPN,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,116715.7,108175.2,107444.8,120576.3,130803.6,142830,151467.9,153601.1,123125.4,116281.5,109180.2,132482.1582,132961.1066,130735.5658
09_ROK,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,12017.8,12972.2,13864.4,12371.3,11341.3,12915.5,14263.3,14292.9,15741.2,17372.7,17512.2,17195.14182,17852.22975,18691.44374
10_MAS,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,3865.8,4596.5,5640.8,6866.6,6124.8,6959.5,8932.2,9402.5,9714.9,10118,8875.7,11039.95455,11544.72893,12014.45101
11_MEX,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,37082.9,39365.8,42814.8,45951.1,40856.9,46241.7,51500.5,53411.1,57675.1,57538.4,52224.4,59617.10364,61443.13405,63243.63169
12_NZ,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,5461.9,5094.6,5099,6655.2,4322.2,5238.7,6730.1,6650.3,6981.5,8717.2,8053.3,8209.072727,8721.330083,9183.200691
13_PNG,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14_PE,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,2907.9,3334.3,3912.3,4813.2,4948,5782.8,6557.2,7324.2,7692.8,7018.9,6389.7,8250.305455,8627.849256,8952.063234
15_RP,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,9683.9,10591.5,14307.3,16896,16443.8,19611.4,22213.1,24942.7,26893.5,28134,28792.9,32155.62545,34218.76926,36020.94032
16_RUS,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,15318.8,19488.2,23339.9,30647.7,26967.1,28166.1,33132.3,39919.9,43592.8,36028,24464.9,39952.77273,40589.18645,41098.84664
17_SIN,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,777.7,1104.6,1313.4,1409.5,1416.8,1709.8,2602.8,2794.8,2716.7,3085.3,2917.3,3447.370909,3693.033058,3959.675757
18_CT,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,6114.3,4826.3,4877.1,5070,4966.5,5520.4,6472,6677.5,6892.7,7181.2,7022.9,7314.44,7840.112727,8187.040628
19_THA,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,10801.8,12839.9,15349.8,17166.5,16446.4,19209.2,21746.7,22928.2,24200.4,23454.1,22776,26758.27091,27755.21306,28726.05939
20_USA,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,164485.6,179238.6,178912.8,186169.6,219888.3,205110.7,192496.1,205993,215157.8,227281.3,248447.3,242087.4945,247733.3017,254686.3716
21_VN,food_beverage_tobacco_gva,million US Dollars,13_8_food_beverages_and_tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,2726,3111.6,3584.5,4736.2,5051.7,5523,6397.9,7187.3,7991.8,8773.1,9022.4,9842.225455,10568.88017,11262.75702
01_AUS,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,2226.4,1955.4,2334.4,3111.6,2981.5,3238.5,3308.4,2803.9,2428,2384.1,1807.5,2577.023636,2481.470413,2267.991092
02_BD,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,166.1,213.5,254.6,296.9,223.1,251.3,328.8,281.3,264.7,258.4,200.1,273.7672727,263.1899174,254.097127
03_CDA,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,3429.4,3260.6,3085.2,2620.4,2127.3,2334.4,2399.9,2271.4,2190.7,2081.8,1352.1,1475.167273,1341.093554,1224.962086
04_CHL,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,522.4,727.7,777,675.8,503.6,689.7,725,750.8,772.1,642.8,716.4,735.96,717.7872727,729.8830083
05_PRC,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,59864.9,71776.9,86149.6,110723,119586.1,143763.2,174514.3,193810.6,218935.7,235698.4,222936.5,262914.7836,283337.725,302927.3058
06_HKC,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,1695.4,3393.2,3053.6,3358,3486.1,2153.4,3228.5,3241.4,3408.3,3696.3,4141.4,3933.183636,3862.948595,4046.410795
07_INA,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,5518.3,9002.2,10112.9,11844,11356.7,12656.4,14713.5,14586.9,14653.5,14000.5,12651.7,16179.21455,16216.16711,16508.51981
08_JPN,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,17772.1,16557.1,16861.9,18176.9,17552.8,17584.1,18984,19463.9,14917.1,13677.3,12588.4,14597.76909,14062.96694,13219.65479
09_ROK,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,11767.4,12700.5,13008.6,12471.9,12193.9,14692.2,16923.8,18234.3,19121,19736.7,17790.7,20395.72,21395.13091,22507.87924
10_MAS,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,1151.7,1523.3,1784.2,2076.9,1835.2,1627.1,2543.2,2658.8,2735.1,2870.5,2510.3,3041.825455,3148.36562,3278.382639
11_MEX,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,8188.6,8571.9,8541,8747.4,7263.8,8229.7,8724.1,8911.3,9301,9200.2,8823.9,9123.416364,9221.80595,9395.581767
12_NZ,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,585.1,461.7,526.9,495.6,454.1,485.7,478.7,524.2,511.7,545.9,465.8,491.0272727,505.9480992,502.2586476
13_PNG,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14_PE,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,1641.5,1891.3,2240.2,2443.1,2154,2780.2,3043,3139.4,3125.3,2814.7,2826.1,3348.263636,3421.14314,3486.471721
15_RP,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,2538.6,1997.5,3198.1,3641.9,3370,3796.9,4376.4,3916.3,4990.9,5256.6,5259.5,5680.672727,6036.80281,6223.152592
16_RUS,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,2029.3,2810.3,3539.4,4239.9,2881.1,3106.4,3899.5,4064.5,4533.7,3878.1,2614.6,4009.610909,3896.569421,3819.00498
17_SIN,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,122.7,109.9,128.1,138.3,138.8,172.4,254.3,210.6,211.3,235.5,278.2,279.4418182,300.9624793,318.7338272
18_CT,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,4391.1,3571.7,3504.8,3431.6,3247,3612.9,4092.4,4234.6,4299,4417.8,4546,4431.330909,4716.134876,4908.633145
19_THA,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,6889.8,6505.6,7591.3,8357.2,8027,9946.4,10644,11289.7,12026.1,11681.5,11509.6,13074.69091,13759.35669,14264.82326
20_USA,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,34643.6,33059.9,31230.3,29401.6,25063.1,26075.9,25396,26231.1,27069.5,28088.1,27632.7,24530.22545,24517.4238,24677.27652
21_VN,textiles_gva,million US Dollars,13_12_textiles_and_leather,,,,,,,,,,,,,,,,,,,,,,,,,,4565.9,5286,5738.7,7692.5,7643.8,8725.3,10259,11579.7,13480.6,14883.7,15349.6,16432.68727,17748.97901,19066.84843
01_AUS,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,2884.5,2756.9,3358.1,3501.2,3086,3377.8,3711.8,3601.2,3516.6,3443.7,3184.1,3613.618182,3622.802975,3565.397611
02_BD,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.9,3.1,3.6,2.7,3.1,4.1,4.2,4,3.8,2.9,3.967272727,3.969917355,4.006217881
03_CDA,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,10822.3,10046.5,9037.9,7478.5,5345.3,6615,6600.8,7409.2,8531.3,7887.3,6977.1,6344.707273,6477.988099,6720.596102
04_CHL,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,839.6,973.2,1039.7,1086.1,732.8,895.3,1027.1,1047.1,1177.5,1498.3,1349.8,1348.650909,1401.165785,1476.588748
05_PRC,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,11998,14534.3,16984.6,23485.8,26387.7,31340.2,37650.2,39290.7,48685,52750.1,47047.4,57254.92909,61811.48512,66155.89995
06_HKC,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,12,10.8,12.5,14.1,14.4,14.4,15.9,22.6,23.6,23.7,26.1,26.76727273,28.96809917,30.88010218
07_INA,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,2700.8,3446.9,4036.7,4937,4982.7,6194.3,6722.1,6397.2,6341.5,6353.5,5776,7366.787273,7526.424463,7665.954053
08_JPN,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,10413.1,9714.6,9914.5,10565.6,9886.5,10760.8,12251.2,11363.7,10437,9878.1,7635.4,9836.076364,9720.264132,9428.712379
09_ROK,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,1266.9,1387.7,1467.4,1233.5,1207,1361,1502.2,1307,1553.1,1845.7,1840.9,1746.652727,1810.026446,1898.829551
10_MAS,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,1013.8,865.6,970.9,1107.9,975.6,1169.5,1305.3,1360.7,1396.5,1450,1272.7,1485.001818,1561.618843,1605.365596
11_MEX,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,1503.1,1564.8,1720.7,1604.4,1305.3,1474.9,1651.8,1847.1,1903.9,1894.2,1770.6,1878.432727,1921.824628,1975.106344
12_NZ,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,947,883.2,1069.3,769.7,767.7,991.5,988.3,953.6,988.2,1032,927.5,983.9709091,1002.814876,1011.4146
13_PNG,wood_gva,million US Dollars,13_10_wood_and_wood_products,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
