economy,item,unit,item_code_new,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
10_MAS,8th_chemicals_production_projection_nz,thousand tonnes,14_2_chemical_incl_petrochemical,3687.0,3643.0,3792.0,3846.0,3605.581,3452.8124900000003,3930.32294,4385.59948,4044.5306220836273,4078.92109974958
10_MAS,8th_aluminium_production_projection,thousand tonnes,14_3_non_ferrous_metals,0.0,0.0,80.0,120.0,290.772,400.0,440.0,620.0,718.9228,816.8294400000001
10_MAS,8th_cement_production_projection,thousand tonnes,14_4_nonmetallic_mineral_products,19457.0,19762.0,21198.0,21726.0,21457.0,21700.0,22000.0,22089.6,22496.49771475729,22875.248227823864
10_MAS,8th_cement_production_projection_nz,thousand tonnes,14_4_nonmetallic_mineral_products,19457.0,19762.0,21198.0,21726.0,21457.0,21700.0,22000.0,22089.6,22496.49771475729,22875.248227823864
10_MAS,8th_transport_production_projection,GVA millions USD,14_5_transportation_equipment,1866.5,2175.0,2605.2,2680.7,2753.2,2872.6,2577.8,3098.278182,3228.122975,3333.781611
10_MAS,8th_machinery_production_projection,GVA millions USD,14_6_machinery,3005.0,2271.1,4219.5,4488.3,4561.7,4828.7,4352.8,5253.403636,5426.428595,5691.19334
10_MAS,8th_mining_production_projection,GVA millions USD,14_7_mining_and_quarrying,3019.8,3751.4,4570.6,5001.6,5066.5,5928.4,4625.9,5877.583636,6273.095868,6579.649803
10_MAS,8th_food_beverage_tobacco_production_projection,GVA millions USD,14_8_food_beverages_and_tobacco,6124.8,6959.5,8932.2,9402.5,9714.9,10118.0,8875.7,11039.95455,11544.72893,12014.45101
10_MAS,8th_pulp_paper_production_projection,tonnes,14_9_pulp_paper_and_printing,2918000.0,2960000.0,3256000.0,3564000.0,3408000.0,3185000.0,3081000.0,3081000.0,3081000.0,3081000.0
10_MAS,8th_wood_production_projection,GVA millions USD,14_10_wood_and_wood_products,975.6,1169.5,1305.3,1360.7,1396.5,1450.0,1272.7,1485.001818,1561.618843,1605.365596
10_MAS,8th_construction_production_projection,GVA millions USD,14_11_construction,5647.6,6687.2,7918.9,8334.3,8561.0,8942.7,7688.3,9580.88,9942.541818000002,10266.34175
10_MAS,8th_textiles_production_projection,GVA millions USD,14_12_textiles_and_leather,1835.2,1627.1,2543.2,2658.8,2735.1,2870.5,2510.3,3041.825455,3148.36562,3278.382639
10_MAS,8th_nonspecified_production,index,14_13_nonspecified_industry,188.65544816147323,199.26459288808783,206.56984254907806,214.74908445738606,221.77146952617838,231.96233427615368,240.5164212577783,247.83191099764633,258.52340041138285,267.1453397142891
11_MEX,8th_steel_production_projection,thousand tonnes,14_1_iron_and_steel,14132.0,16870.0,18110.0,18073.0,18242.0,18930.0,18218.0,18824.0,19954.638,20203.97
11_MEX,8th_steel_production_projection_nz,thousand tonnes,14_1_iron_and_steel,14132.0,16870.0,18110.0,18073.0,18242.0,18930.0,18218.0,18824.0,19954.638,20203.97
11_MEX,8th_chemicals_production_projection,thousand tonnes,14_2_chemical_incl_petrochemical,3709.7563636,3607.373,3321.5,3322.7,3474.0,3623.0,4708.0,4885.1,4481.843293124559,4661.321513794064
11_MEX,8th_chemicals_production_projection_nz,thousand tonnes,14_2_chemical_incl_petrochemical,3709.7563636,3607.373,3321.5,3322.7,3474.0,3623.0,4708.0,4885.1,4481.843293124559,4661.321513794064
11_MEX,8th_aluminium_production_projection,thousand tonnes,14_3_non_ferrous_metals,0.0,0.0,239.0,261.0,220.0,263.0,261.0,262.6,266.78,282.624
11_MEX,8th_cement_production_projection,thousand tonnes,14_4_nonmetallic_mineral_products,35160.0,34503.0,35400.0,36184.0,34612.0,36597.0,39613.0,39132.9,40782.14388366519,41407.90930525165
11_MEX,8th_cement_production_projection_nz,thousand tonnes,14_4_nonmetallic_mineral_products,35160.0,34503.0,35400.0,36184.0,34612.0,36597.0,39613.0,39132.9,40782.14388366519,41407.90930525165
11_MEX,8th_transport_production_projection,GVA millions USD,14_5_transportation_equipment,15316.9,22264.3,26612.5,31152.9,33765.6,37619.3,39289.200000000004,39514.83818,42320.366609,45678.792385
11_MEX,8th_machinery_production_projection,GVA millions USD,14_6_machinery,4590.5,6949.8,8027.2,8579.8,8792.7,8628.9,8347.8,9366.392727,9770.313719,10249.9391
11_MEX,8th_mining_production_projection,GVA millions USD,14_7_mining_and_quarrying,6763.0,9535.5,13389.2,13685.3,12492.4,11761.0,10862.2,13756.04,14203.12,14796.97236
11_MEX,8th_food_beverage_tobacco_production_projection,GVA millions USD,14_8_food_beverages_and_tobacco,40856.9,46241.7,51500.5,53411.1,57675.1,57538.4,52224.4,59617.10364,61443.13405,63243.63168999999
11_MEX,8th_pulp_paper_production_projection,tonnes,14_9_pulp_paper_and_printing,10649000.0,10808900.0,10795320.0,11070706.0,12766000.0,12759000.0,13245249.2,13603249.2,13395249.2,13758249.2
11_MEX,8th_wood_production_projection,GVA millions USD,14_10_wood_and_wood_products,1305.3,1474.9,1651.8,1847.1,1903.9,1894.2,1770.6,1878.432727,1921.824628,1975.106344
11_MEX,8th_construction_production_projection,GVA millions USD,14_11_construction,73048.3,81143.9,91500.2,92616.7,92827.8,94549.9,84669.4,95604.93273,95436.37008,96135.53015
11_MEX,8th_textiles_production_projection,GVA millions USD,14_12_textiles_and_leather,7263.8,8229.7,8724.1,8911.3,9301.0,9200.2,8823.9,9123.416364,9221.80595,9395.581767
11_MEX,8th_nonspecified_production,index,14_13_nonspecified_industry,114.85010844210477,119.00445546010077,121.65487922872016,124.3886344752617,124.42527040486343,126.29062765641801,128.83404588346366,130.99805280260227,132.22465625821985,133.53624403099425
12_NZ,8th_steel_production_projection,thousand tonnes,14_1_iron_and_steel,765.0,853.0,844.0,912.0,900.0,859.0,793.0,577.0,657.4730000000001,651.819
12_NZ,8th_steel_production_projection_nz,thousand tonnes,14_1_iron_and_steel,765.0,853.0,844.0,912.0,900.0,859.0,793.0,577.0,657.4730000000001,651.819
12_NZ,8th_chemicals_production_projection,thousand tonnes,14_2_chemical_incl_petrochemical,125.0,120.0,120.0,125.0,125.0,125.0,125.0,125.0,125.6463070286786,125.67196186855898
12_NZ,8th_chemicals_production_projection_nz,thousand tonnes,14_2_chemical_incl_petrochemical,125.0,120.0,120.0,125.0,125.0,125.0,125.0,125.0,125.6463070286786,125.67196186855898
12_NZ,8th_aluminium_production_projection,thousand tonnes,14_3_non_ferrous_metals,271.0,344.0,354.029,326.963,324.835,328.269,333.0,339.0,340.0851,345.40718
12_NZ,8th_cement_production_projection,thousand tonnes,14_4_nonmetallic_mineral_products,1200.0,1100.0,1200.0,1200.0,1200.0,1100.0,1200.0,1150.0,1175.191076106129,1197.3196655823376
12_NZ,8th_cement_production_projection_nz,thousand tonnes,14_4_nonmetallic_mineral_products,1200.0,1100.0,1200.0,1200.0,1200.0,1100.0,1200.0,1150.0,1175.191076106129,1197.3196655823376
12_NZ,8th_transport_production_projection,GVA millions USD,14_5_transportation_equipment,647.2,784.8,824.7,741.3,804.5,827.9000000000001,783.2,846.2472727,872.0353719,880.7147468000001
12_NZ,8th_machinery_production_projection,GVA millions USD,14_6_machinery,1026.3,1254.4,1406.6,1504.8,1494.4,1698.4,1518.1,1717.969091,1809.592397,1872.291318
12_NZ,8th_mining_production_projection,GVA millions USD,14_7_mining_and_quarrying,1710.9,2040.2,2156.7,1698.4,967.0,692.7,338.0,1025.501818,781.8006612,441.2935297
12_NZ,8th_food_beverage_tobacco_production_projection,GVA millions USD,14_8_food_beverages_and_tobacco,4322.2,5238.7,6730.1,6650.3,6981.5,8717.2,8053.3,8209.072726999999,8721.330082999999,9183.200691
12_NZ,8th_pulp_paper_production_projection,tonnes,14_9_pulp_paper_and_printing,2967025.0,3223617.0,3239941.0,3336679.0,2940569.0,3037464.0,2730691.0,2790395.0,2863576.3,2971829.54
12_NZ,8th_wood_production_projection,GVA millions USD,14_10_wood_and_wood_products,767.7,991.5,988.3,953.6,988.2,1032.0,927.5,983.9709091,1002.814876,1011.4146
12_NZ,8th_construction_production_projection,GVA millions USD,14_11_construction,6553.3,7583.9,8600.0,9438.6,10257.3,11568.5,10662.6,11515.28727,12121.68446,12682.27951
12_NZ,8th_textiles_production_projection,GVA millions USD,14_12_textiles_and_leather,454.1,485.7,478.7,524.2,511.7,545.9,465.8,491.0272727,505.9480991999999,502.2586476
12_NZ,8th_nonspecified_production,index,14_13_nonspecified_industry,135.62391738945612,136.23917570832637,137.8853880319078,139.3841397755848,141.38992862492984,145.07004441964645,148.73967628986574,152.68216696154568,156.02671312500388,158.96466181459513
13_PNG,8th_steel_production_projection,thousand tonnes,14_1_iron_and_steel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_PNG,8th_steel_production_projection_nz,thousand tonnes,14_1_iron_and_steel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_PNG,8th_chemicals_production_projection,thousand tonnes,14_2_chemical_incl_petrochemical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_PNG,8th_chemicals_production_projection_nz,thousand tonnes,14_2_chemical_incl_petrochemical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_PNG,8th_aluminium_production_projection,thousand tonnes,14_3_non_ferrous_metals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_PNG,8th_cement_production_projection,thousand tonnes,14_4_nonmetallic_mineral_products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_PNG,8th_cement_production_projection_nz,thousand tonnes,14_4_nonmetallic_mineral_products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_PNG,8th_transport_production_projection,GVA millions USD,14_5_transportation_equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_PNG,8th_machinery_production_projection,GVA millions USD,14_6_machinery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_PNG,8th_mining_production_projection,GVA millions USD,14_7_mining_and_quarrying,72.86687056974878,78.4278596149535,77.5806584561666,79.50397999548355,80.8769249566222,90.0009099384122,96.57903457197027,98.5244775165562,100.0,97.23989891470289
13_PNG,8th_food_beverage_tobacco_production_projection,GVA millions USD,14_8_food_beverages_and_tobacco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_PNG,8th_pulp_paper_production_projection,tonnes,14_9_pulp_paper_and_printing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_PNG,8th_wood_production_projection,GVA millions USD,14_10_wood_and_wood_products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_PNG,8th_construction_production_projection,GVA millions USD,14_11_construction,72.86687056974878,78.4278596149535,77.5806584561666,79.50397999548355,80.8769249566222,90.0009099384122,96.57903457197027,98.5244775165562,100.0,97.23989891470289
13_PNG,8th_textiles_production_projection,GVA millions USD,14_12_textiles_and_leather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13_PNG,8th_nonspecified_production,index,14_13_nonspecified_industry,129.9993061077756,139.9204775742731,138.40901479407069,141.84034735409895,144.28977177532948,160.56756314054414,172.3033716247915,175.774170231771,178.4065997226259,173.48239722744006
14_PE,8th_steel_production_projection,thousand tonnes,14_1_iron_and_steel,718.0,880.0,877.0,981.0,1069.0,1078.0,1082.0,1168.0,1206.991,1216.54
14_PE,8th_steel_production_projection_nz,thousand tonnes,14_1_iron_and_steel,718.0,880.0,877.0,981.0,1069.0,1078.0,1082.0,1168.0,1206.991,1216.54
14_PE,8th_chemicals_production_projection,thousand tonnes,14_2_chemical_incl_petrochemical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14_PE,8th_chemicals_production_projection_nz,thousand tonnes,14_2_chemical_incl_petrochemical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14_PE,8th_aluminium_production_projection,thousand tonnes,14_3_non_ferrous_metals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14_PE,8th_cement_production_projection,thousand tonnes,14_4_nonmetallic_mineral_products,0.0,0.0,0.0,0.0,10527.0,10676.0,10410.0,10094.0,9980.0,10200.118358751955
14_PE,8th_cement_production_projection_nz,thousand tonnes,14_4_nonmetallic_mineral_products,0.0,0.0,0.0,0.0,10527.0,10676.0,10410.0,10094.0,9980.0,10200.118358751955
14_PE,8th_transport_production_projection,GVA millions USD,14_5_transportation_equipment,343.3,469.9,550.9,644.5999999999999,713.5,736.0,875.3,865.9036364000001,946.4667767999999,1038.3199519
14_PE,8th_machinery_production_projection,GVA millions USD,14_6_machinery,267.1,342.4,571.6,672.6,715.0,815.5,1239.6,1015.890909,1141.176694,1286.265079
14_PE,8th_mining_production_projection,GVA millions USD,14_7_mining_and_quarrying,9677.5,13528.1,18014.0,16317.6,14024.3,11648.2,13918.0,17100.82182,17305.82975,17251.97938
14_PE,8th_food_beverage_tobacco_production_projection,GVA millions USD,14_8_food_beverages_and_tobacco,4948.0,5782.8,6557.2,7324.2,7692.8,7018.9,6389.7,8250.305455,8627.849256,8952.063234000001
14_PE,8th_pulp_paper_production_projection,tonnes,14_9_pulp_paper_and_printing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14_PE,8th_wood_production_projection,GVA millions USD,14_10_wood_and_wood_products,507.4,601.8,611.5,652.6,617.8,582.0,507.2,641.9090909,635.7469421,627.0107889
14_PE,8th_construction_production_projection,GVA millions USD,14_11_construction,7119.2,9172.5,10022.1,12535.9,13839.2,14299.0,12471.5,15799.58,17002.65091,18128.0796
14_PE,8th_textiles_production_projection,GVA millions USD,14_12_textiles_and_leather,2154.0,2780.2,3043.0,3139.4,3125.3,2814.7,2826.1,3348.263636,3421.14314,3486.471721
14_PE,8th_nonspecified_production,index,14_13_nonspecified_industry,178.46614298079123,191.7714476494544,202.25639948787259,212.91027009107566,223.34837195493068,226.26453675108644,230.70688888118113,236.29669729155393,238.25589537599572,243.51085496047884
15_RP,8th_steel_production_projection,thousand tonnes,14_1_iron_and_steel,824.0,1050.0,1200.0,1260.0,1308.0,1196.0,968.0,1075.0,1377.587,1474.817
15_RP,8th_steel_production_projection_nz,thousand tonnes,14_1_iron_and_steel,824.0,1050.0,1200.0,1260.0,1308.0,1196.0,968.0,1075.0,1377.587,1474.817
15_RP,8th_chemicals_production_projection,thousand tonnes,14_2_chemical_incl_petrochemical,0.0,393.0,393.0,393.0,393.0,405.565,879.8969999999999,890.02,900.64,900.64
15_RP,8th_chemicals_production_projection_nz,thousand tonnes,14_2_chemical_incl_petrochemical,0.0,393.0,393.0,393.0,393.0,405.565,879.8969999999999,890.02,900.64,900.64
15_RP,8th_aluminium_production_projection,thousand tonnes,14_3_non_ferrous_metals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_RP,8th_cement_production_projection,thousand tonnes,14_4_nonmetallic_mineral_products,14865.0,15900.0,16063.0,18907.0,20150.0,21305.0,24050.0,25606.6,26118.732,26641.106639999998
15_RP,8th_cement_production_projection_nz,thousand tonnes,14_4_nonmetallic_mineral_products,14865.0,15900.0,16063.0,18907.0,20150.0,21305.0,24050.0,25606.6,26118.732,26641.106639999998
15_RP,8th_transport_production_projection,GVA millions USD,14_5_transportation_equipment,2243.5,3106.2,3427.2,3160.5,3714.1,3895.2,3925.0,4488.3527269999995,4769.693719,4903.43765
15_RP,8th_machinery_production_projection,GVA millions USD,14_6_machinery,640.2,781.8,863.1,623.6,1050.0,1101.0,1134.4,1203.532727,1291.751901,1341.492625
15_RP,8th_mining_production_projection,GVA millions USD,14_7_mining_and_quarrying,2201.1,2663.9,3057.1,3344.4,3755.2,3894.5,4018.6,4477.836364,4773.080496,5034.920511
15_RP,8th_food_beverage_tobacco_production_projection,GVA millions USD,14_8_food_beverages_and_tobacco,16443.8,19611.4,22213.1,24942.7,26893.5,28134.0,28792.9,32155.62545,34218.76926,36020.94032
15_RP,8th_pulp_paper_production_projection,tonnes,14_9_pulp_paper_and_printing,1097000.0,1097000.0,950200.0,815000.0,803000.0,803000.0,803000.0,911000.0,991870.4128731732,1003539.989427425
15_RP,8th_wood_production_projection,GVA millions USD,14_10_wood_and_wood_products,426.8,619.3,706.6,661.5,850.2,900.2,913.9,1000.209091,1073.499669,1142.986326
15_RP,8th_construction_production_projection,GVA millions USD,14_11_construction,5834.6,6913.9,7827.5,8952.0,9478.2,9922.0,10166.0,11045.81455,11744.87983,12487.48625
15_RP,8th_textiles_production_projection,GVA millions USD,14_12_textiles_and_leather,3370.0,3796.9,4376.4,3916.3,4990.9,5256.6,5259.5,5680.672727,6036.80281,6223.152592
15_RP,8th_nonspecified_production,index,14_13_nonspecified_industry,131.39908695881775,139.09098664442138,141.76261194050534,148.68232220380813,156.51438321318895,163.419383673744,170.61724396579322,179.6348439888759,188.88038865028426,197.89171323177248
16_RUS,8th_steel_production_projection,thousand tonnes,14_1_iron_and_steel,60011.0,66942.0,68852.0,70209.0,69008.0,71461.0,70898.0,70453.0,71491.0,72042.0
16_RUS,8th_steel_production_projection_nz,thousand tonnes,14_1_iron_and_steel,60011.0,66942.0,68852.0,70209.0,69008.0,71461.0,70898.0,70453.0,71491.0,72042.0
16_RUS,8th_chemicals_production_projection,thousand tonnes,14_2_chemical_incl_petrochemical,16640.97,17709.3,18332.63,17479.117420000002,18965.549746499997,18400.0,20618.0,21555.43,23422.55,23935.14381031088
16_RUS,8th_chemicals_production_projection_nz,thousand tonnes,14_2_chemical_incl_petrochemical,16640.97,17709.3,18332.63,17479.117420000002,18965.549746499997,18400.0,20618.0,21555.43,23422.55,23935.14381031088
16_RUS,8th_aluminium_production_projection,thousand tonnes,14_3_non_ferrous_metals,3815.0,3947.0,3992.999,4024.0,3601.0,3300.0,3530.0,3560.0,3580.0,3630.0
16_RUS,8th_cement_production_projection,thousand tonnes,14_4_nonmetallic_mineral_products,44266.0,50400.0,56200.0,61700.0,66400.0,68545.0,62100.0,56000.0,56839.99999999999,57692.6
16_RUS,8th_cement_production_projection_nz,thousand tonnes,14_4_nonmetallic_mineral_products,44266.0,50400.0,56200.0,61700.0,66400.0,68545.0,62100.0,56000.0,56839.99999999999,57692.6
16_RUS,8th_transport_production_projection,GVA millions USD,14_5_transportation_equipment,8888.0,12134.5,16321.400000000001,20848.300000000003,20673.5,19948.7,15430.1,21741.889089,22936.065121,24097.713041000003
16_RUS,8th_machinery_production_projection,GVA millions USD,14_6_machinery,6575.7,7918.2,10846.0,12317.8,10968.1,9307.2,6013.3,10409.92182,10184.02612,9809.048968000001
16_RUS,8th_mining_production_projection,GVA millions USD,14_7_mining_and_quarrying,7779.8,11662.6,17201.6,16220.1,16964.4,14274.4,10594.3,16919.35091,17501.6276,17880.64941
16_RUS,8th_food_beverage_tobacco_production_projection,GVA millions USD,14_8_food_beverages_and_tobacco,26967.1,28166.1,33132.3,39919.9,43592.8,36028.0,24464.9,39952.77273,40589.18645,41098.84664
16_RUS,8th_pulp_paper_production_projection,tonnes,14_9_pulp_paper_and_printing,7373000.0,5606000.0,7600120.0,7670145.0,7746653.0,8023000.0,8068091.0,8546947.0,8610342.584174471,8970982.473035263
16_RUS,8th_wood_production_projection,GVA millions USD,14_10_wood_and_wood_products,3278.6,3698.9,3915.3,4053.7,4729.5,4492.9,3024.5,4224.210909,4060.485785,3901.83093
16_RUS,8th_construction_production_projection,GVA millions USD,14_11_construction,75665.1,97268.4,138806.5,150950.7,144625.4,125531.0,80754.8,146093.7927,149775.6464,151470.6692
16_RUS,8th_textiles_production_projection,GVA millions USD,14_12_textiles_and_leather,2881.1,3106.4,3899.5,4064.5,4533.7,3878.1,2614.6,4009.610909,3896.569421,3819.00498
16_RUS,8th_nonspecified_production,index,14_13_nonspecified_industry,106.06368658060639,110.71884868364215,115.29998271609148,119.32462976746092,121.19340687344389,121.75542120945089,118.6829530135578,118.83579874511352,120.56165750678738,123.10756648325949
17_SIN,8th_steel_production_projection,thousand tonnes,14_1_iron_and_steel,664.0,728.0,752.0,688.0,434.0,540.0,501.0,520.0,595.5219999999999,618.185
17_SIN,8th_steel_production_projection_nz,thousand tonnes,14_1_iron_and_steel,664.0,728.0,752.0,688.0,434.0,540.0,501.0,520.0,595.5219999999999,618.185
17_SIN,8th_chemicals_production_projection,thousand tonnes,14_2_chemical_incl_petrochemical,4367.0,5004.0,5237.4516667,5271.746,6980.2506016,7339.108464100001,8046.6700457,7428.0,8236.0,8373.22222207841
17_SIN,8th_chemicals_production_projection_nz,thousand tonnes,14_2_chemical_incl_petrochemical,4367.0,5004.0,5237.4516667,5271.746,6980.2506016,7339.108464100001,8046.6700457,7428.0,8236.0,8373.22222207841
17_SIN,8th_aluminium_production_projection,thousand tonnes,14_3_non_ferrous_metals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_SIN,8th_cement_production_projection,thousand tonnes,14_4_nonmetallic_mineral_products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_SIN,8th_cement_production_projection_nz,thousand tonnes,14_4_nonmetallic_mineral_products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_SIN,8th_transport_production_projection,GVA millions USD,14_5_transportation_equipment,4375.1,5086.599999999999,6585.799999999999,8929.1,8851.6,8997.2,8571.699999999999,10185.8345453,10968.4652926,11753.6162394
17_SIN,8th_machinery_production_projection,GVA millions USD,14_6_machinery,3851.9,4718.6,3427.9,3564.8,3991.2,4112.0,3957.6,4419.050909000001,4336.893058,4298.675029
17_SIN,8th_mining_production_projection,GVA millions USD,14_7_mining_and_quarrying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_SIN,8th_food_beverage_tobacco_production_projection,GVA millions USD,14_8_food_beverages_and_tobacco,1416.8,1709.8,2602.8,2794.8,2716.7,3085.3,2917.3,3447.370909,3693.033058,3959.675757
17_SIN,8th_pulp_paper_production_projection,tonnes,14_9_pulp_paper_and_printing,787000.0,787000.0,787000.0,787000.0,787000.0,787000.0,787000.0,787000.0,787000.0,787000.0
17_SIN,8th_wood_production_projection,GVA millions USD,14_10_wood_and_wood_products,62.4,77.3,84.0,88.6,90.0,91.0,85.6,101.7690909,105.8433058,109.668012
17_SIN,8th_construction_production_projection,GVA millions USD,14_11_construction,8438.5,10429.9,12798.2,13094.1,13681.0,15059.2,14301.9,16747.38364,17559.13769,18553.60137
17_SIN,8th_textiles_production_projection,GVA millions USD,14_12_textiles_and_leather,138.8,172.4,254.3,210.6,211.3,235.5,278.2,279.4418182,300.9624793,318.7338272
17_SIN,8th_nonspecified_production,index,14_13_nonspecified_industry,184.6877608830097,204.73159677421125,212.0772965147848,217.14739175119493,224.086549455737,229.7978080378052,233.63234777950677,237.9373351999195,244.38822309593272,249.89532598060848
18_CT,8th_steel_production_projection,thousand tonnes,14_1_iron_and_steel,15814.0,19755.0,20178.0,20664.0,22282.0,23121.0,21392.0,21751.0,22437.827,23240.461
18_CT,8th_steel_production_projection_nz,thousand tonnes,14_1_iron_and_steel,15814.0,19755.0,20178.0,20664.0,22282.0,23121.0,21392.0,21751.0,22437.827,23240.461
18_CT,8th_chemicals_production_projection,thousand tonnes,14_2_chemical_incl_petrochemical,10802.5,11511.0,10196.0,10480.0,11252.0,11613.0,11515.0,11330.0,11358.0,12153.02299974907
18_CT,8th_chemicals_production_projection_nz,thousand tonnes,14_2_chemical_incl_petrochemical,10802.5,11511.0,10196.0,10480.0,11252.0,11613.0,11515.0,11330.0,11358.0,12153.02299974907
18_CT,8th_aluminium_production_projection,thousand tonnes,14_3_non_ferrous_metals,0.0,0.0,35.0,35.0,35.0,30.0,48.0,42.9,46.82,51.506
18_CT,8th_cement_production_projection,thousand tonnes,14_4_nonmetallic_mineral_products,15918.0,16301.0,16852.0,15806.0,16553.0,14592.0,13445.0,12130.0,11968.60213334564,10932.708324892785
18_CT,8th_cement_production_projection_nz,thousand tonnes,14_4_nonmetallic_mineral_products,15918.0,16301.0,16852.0,15806.0,16553.0,14592.0,13445.0,12130.0,11968.60213334564,10932.708324892785
18_CT,8th_transport_production_projection,GVA millions USD,14_5_transportation_equipment,5095.8,5823.1,6900.5,6901.4,7070.2,7731.299999999999,7970.6,8100.552727,8510.168265,8920.237484000001
18_CT,8th_machinery_production_projection,GVA millions USD,14_6_machinery,4817.9,5675.4,6921.6,7215.9,7427.6,7773.6,7718.7,8244.321818,8692.464298,9150.599216
18_CT,8th_mining_production_projection,GVA millions USD,14_7_mining_and_quarrying,575.5,706.5,581.9,590.0,612.3,641.2,633.7,678.3127272999999,685.9500826000001,684.7930547999999
18_CT,8th_food_beverage_tobacco_production_projection,GVA millions USD,14_8_food_beverages_and_tobacco,4966.5,5520.4,6472.0,6677.5,6892.7,7181.2,7022.9,7314.44,7840.112727,8187.040628
18_CT,8th_pulp_paper_production_projection,tonnes,14_9_pulp_paper_and_printing,3612000.0,3665000.0,3746000.0,3889000.0,3870000.0,3870000.0,3870000.0,3870000.0,3947862.008736831,4296079.7428948395
18_CT,8th_wood_production_projection,GVA millions USD,14_10_wood_and_wood_products,263.5,299.7,323.4,327.8,340.1,354.6,350.4,347.3872727,357.7171901,372.2477716
18_CT,8th_construction_production_projection,GVA millions USD,14_11_construction,9778.9,11749.7,12100.4,12102.2,12521.2,13087.6,12797.6,13420.41636,13744.78777,14067.52425
18_CT,8th_textiles_production_projection,GVA millions USD,14_12_textiles_and_leather,3247.0,3612.9,4092.4,4234.6,4299.0,4417.8,4546.0,4431.330909,4716.134876,4970.20073197611
18_CT,8th_nonspecified_production,index,14_13_nonspecified_industry,311.0501166095099,351.07715702494613,379.19450251342283,391.60744618072266,401.1570001093805,419.4786899599949,415.35007471687686,423.838466641311,450.2360592006192,477.33600778431554
19_THA,8th_steel_production_projection,thousand tonnes,14_1_iron_and_steel,3646.0,4145.0,4238.0,3328.0,3579.0,4095.0,3718.0,3825.0,6761.808000000001,6402.538
19_THA,8th_steel_production_projection_nz,thousand tonnes,14_1_iron_and_steel,3646.0,4145.0,4238.0,3328.0,3579.0,4095.0,3718.0,3825.0,6761.808000000001,6402.538
19_THA,8th_chemicals_production_projection,thousand tonnes,14_2_chemical_incl_petrochemical,7659.0,8693.0,10051.0,10852.0,10966.565,10766.621469,11196.189464,11584.264143999999,11792.756519999999,12012.944094876964
19_THA,8th_chemicals_production_projection_nz,thousand tonnes,14_2_chemical_incl_petrochemical,7659.0,8693.0,10051.0,10852.0,10966.565,10766.621469,11196.189464,11584.264143999999,11792.756519999999,12012.944094876964
19_THA,8th_aluminium_production_projection,thousand tonnes,14_3_non_ferrous_metals,0.0,0.0,86.507,87.385,79.25,90.0,90.0,89.5087,91.72796,95.436718
19_THA,8th_cement_production_projection,thousand tonnes,14_4_nonmetallic_mineral_products,33562.0,36496.0,36602.0,41047.0,42000.0,34980.0,35000.0,35144.5,35801.96512521741,36084.81998730111
19_THA,8th_cement_production_projection_nz,thousand tonnes,14_4_nonmetallic_mineral_products,33562.0,36496.0,36602.0,41047.0,42000.0,34980.0,35000.0,35144.5,35801.96512521741,36084.81998730111
19_THA,8th_transport_production_projection,GVA millions USD,14_5_transportation_equipment,6255.599999999999,8059.3,8399.3,8994.4,9572.5,9309.7,9174.800000000001,10700.894545,11170.923471,11588.143213000001
19_THA,8th_machinery_production_projection,GVA millions USD,14_6_machinery,2506.3,2998.2,3258.2,3418.1,3641.2,3550.0,3668.3,4080.687273,4254.269917000001,4407.445127
19_THA,8th_mining_production_projection,GVA millions USD,14_7_mining_and_quarrying,556.5,671.4,710.6,734.4,780.5,776.6,753.3,876.3781818,907.3229752000001,938.0761562999999
