economy,item,unit,item_code_new,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
03_CDA,8th_aluminium_production_projection,thousand tonnes,13_3_nonferrous_metals,3210.0,2900.0,2934.8374223483947,2740.4562617041443,2780.08596270744,2820.471022672073,2861.534901633734,2903.111705436989,2944.8371590790293,2986.806222707042,3029.0864808732535,3071.6034538693584,3114.2851741524664,3157.0908827106496,3189.9456066565112,3222.712205651239,3255.4039730989666,3287.9963513532557,3320.607290653278,3360.157430924654,3399.778612686363,3439.565508774171,3479.5164906301175,3519.634303746225,3559.940039548697,3600.521118154703,3641.4914902519718,3682.751839108777,3724.4338956545594,3766.537297208182,3809.0826040590596,3852.0373689604,3895.396533999578,3939.1028356963643
03_CDA,8th_cement_production_projection,thousand tonnes,13_4_nonmetallic_mineral_products,12123.173170673095,12198.26530304677,12298.416368360991,11453.828712594643,11501.88072055975,11559.151001363593,11626.17810886674,11696.390610658002,11768.844907826699,11842.912448240355,11918.730746506702,11997.117898705617,12077.631347992983,12159.428675911868,12242.316076613333,12325.941882650002,12410.502199438673,12496.523268266117,12582.688475068293,12669.43996506477,12757.359434491038,12845.842249800415,12934.909018255548,13024.56353399067,13072.875622781514,13121.72444591663,13170.858110576914,13221.587682496549,13272.785819111434,13350.759103168484,13429.827487097014,13510.311174733284,13591.985877461375,13674.8682584008
03_CDA,8th_transport_production_projection,GVA millions USD,13_5_transportation_equipment,24214.32645,24886.09973,25134.9607273,23421.124160754487,23721.49667021392,24025.53451744647,24333.28097195665,24644.77980210528,24960.075280759716,25279.21219100699,25602.23583193116,25929.192024454707,26260.127117245524,26595.087992689725,26934.12207293108,27277.277325977986,27624.60227187854,27976.145988964505,28331.958120165,28692.08887939062,29056.58905798872,29425.51003127086,29798.903765112846,30176.822822628532,30559.320370918016,30946.450187891038,31338.26666916643,31734.824835048512,32136.180337581347,32542.389467681336,32953.509162349554,33369.59701196438,33790.71126765528,34216.91084875878
03_CDA,8th_machinery_production_projection,GVA millions USD,13_6_machinery,16368.68,16965.34909,17135.0025809,15966.64611081799,16171.4160239545,16378.684670742661,16588.481548864187,16800.83649608107,17015.779694087418,17233.341672404258,17453.553312318047,17676.445850862863,17902.050884847344,18130.40037492643,18361.526649718613,18595.46240996914,18832.240732759714,19071.895075765096,19314.45928155731,19559.9675819578,19808.454602438134,20059.955366569888,20314.505300524037,20572.1402376206,20832.896422929047,21096.810517919897,21363.919605168277,21634.261193109814,21907.873220849684,22184.794063025045,22465.062534721812,22748.71789644623,23035.79985915166,23326.348589321547
03_CDA,8th_mining_production_projection,GVA millions USD,13_7_mining_and_quarrying,23564.84248,23479.11201,23854.777802159933,22375.781578426067,23315.564404719928,23674.88654170115,24048.248426836442,24436.985880824155,24840.635455666692,25257.438775139148,25689.699448404557,26137.54015287397,26601.35618242757,27081.624615885943,27578.87705536383,28090.51001358206,28616.564383011028,29156.79480882862,29710.94230538922,30278.870564458382,30860.593216859637,31456.12389341635,32065.48985577528,32688.77288887748,33326.06840848672,33977.417307073665,34642.451552404884,35320.55775742523,36011.21795084373,36714.336716895945,37430.07762546348,38158.59061560412,38900.06651884634,39655.00967565775
03_CDA,8th_food_beverage_tobacco_production_projection,GVA millions USD,13_8_food_beverages_and_tobacco,32622.30876,33412.82018,33746.9483818,31445.90026107491,31849.189356371942,32257.399643548808,32670.589217533572,33088.816843033674,33512.14196212206,33940.624701907866,34374.3258822932,34813.307023816036,35257.6303555811,35707.3588232791,36162.556097295485,36623.286580909866,37089.615418586814,37561.6085043592,38039.33249030518,38522.85479511966,39012.24361278138,39507.56792131683,40008.89749166172,40516.30289662136,41029.855519931036,41549.627565417235,42075.69206626118,42608.12289436542,43146.994769825156,43692.38327050466,44244.364841720744,44803.016806034124,45368.417373149605,45940.645649926766
03_CDA,8th_pulp_paper_production_projection,tonnes,13_9_pulp_paper_and_printing,9497028.244989466,9320147.717022302,9164590.00001825,8327142.077832919,8259711.263972387,8204552.031706047,8161371.669410782,8126964.547740559,8100366.423617549,8081312.6741121765,8069814.480622551,8065921.446100058,8069220.767930394,8079237.1577866785,8043311.752616096,8012692.526976505,7987354.818666305,7967293.49293579,7952207.54709597,7988951.28607003,8031412.082275002,8079459.918543865,8132996.659526855,8191919.103386513,8191225.09621694,8195010.83734672,8203318.3887990005,8216094.5136529235,8233248.894650074,8254710.953729048,8280448.094216777,8310338.849491181,8344236.298559891,8381937.862880593
03_CDA,8th_wood_production_projection,GVA millions USD,13_10_wood_and_wood_products,6477.988099,6720.596102,6787.802063020001,6324.973276124721,6406.090138072659,6488.196839931945,6571.305066814607,6655.42663855093,6740.573511215303,6826.7577786691,6913.991674120857,7002.2875717037805,7091.65798807095,7182.115584008294,7273.673166065576,7366.343688205601,7460.140253471823,7555.0761156745475,7651.164681095978,7748.419510214273,7846.854319446821,7946.482982913002,8047.319534216563,8149.3781682479,8252.673243006442,8357.219281443331,8463.03097332466,8570.123177115462,8678.510921884756,8788.209409231724,8899.234015233438,9011.600292414269,9125.323971737196,9240.420964617333
03_CDA,8th_construction_production_projection,GVA millions USD,13_11_construction,147149.4013,150259.9627,151762.562327,141414.57604723016,143228.1974084381,145063.94973926552,146922.09429696863,148802.89535085188,150706.62021638322,152633.53928968988,154583.92608244123,156558.05725711852,158556.21266268112,160578.67537062935,162625.7317114702,164697.67131159076,166794.78713054265,168917.37549874236,171065.736155593,173240.1722880309,175440.99056950188,177668.50119937357,179923.01794278575,182204.85817094616,184514.34290187553,186851.79684160635,189217.5484258417,191611.92986207738,194035.27717219538,196487.93023552955,198970.23283241308,201482.53268821083,204025.1815178413,206598.53507079548
03_CDA,8th_textiles_production_projection,GVA millions USD,13_12_textiles_and_leather,1341.093554,1224.962086,1237.21170686,1152.8519703646955,1167.6371291383273,1182.6027058903953,1197.7508304645905,1213.0836572596809,1228.6033655076274,1244.3121595548052,1260.2122691463771,1276.3059497138245,1292.595482665706,1309.0831756816544,1325.7713630096548,1342.6624057666465,1359.7586922424778,1377.0626382072483,1394.5766872220902,1412.303310953409,1430.245009490631,1448.404311667503,1466.7837753869633,1485.3859879496454,1504.2135663860424,1523.2691577923727,1542.5554396701914,1562.0751202697857,1581.830938937406,1601.8256664663522,1622.0621054519827,1642.5430906506801,1663.2714893428065,1684.2502016997094
04_CHL,8th_steel_production_projection,thousand tonnes,13_1_iron_and_steel,1157.524,1145.226,1170.486635238541,1109.699803496157,1138.387684061492,1163.8755476991525,1185.623942654633,1203.315105776081,1216.6246328001323,1242.7453228708468,1264.9016316788443,1283.5795824190493,1298.9956873432352,1311.196517480719,1327.696453700362,1341.7397266828984,1353.8351811873958,1363.885893959769,1372.2471696211207,1386.1152307221068,1398.7213779383237,1410.1730500593314,1420.635847899205,1429.8563288948098,1441.4307565504835,1452.0385750346454,1461.5152086717098,1469.9322566285612,1476.9405938221294,1482.587581636187,1486.929299873048,1489.5084450427253,1490.67414140393,1490.2254610290502
04_CHL,8th_chemicals_production_projection,thousand tonnes,13_2_chemical_incl__petrochemical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04_CHL,8th_aluminium_production_projection,thousand tonnes,13_3_nonferrous_metals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04_CHL,8th_cement_production_projection,thousand tonnes,13_4_nonmetallic_mineral_products,5226.579576396901,5316.538109007274,5398.072174536201,5085.781101212868,5216.44979628613,5337.270621296219,5447.39632723122,5546.489369851766,5634.507920046598,5711.936229478502,5779.239516349494,5837.237862935509,5886.633119649159,5928.037930554691,5990.727515126752,6047.344501540163,6098.671644805443,6145.115835529574,6187.276094378379,6225.5886199068855,6260.424633119937,6292.043042892673,6320.632940400205,6346.087893137959,6388.41511353109,6427.962572118929,6464.625638665129,6498.3709722599,6528.920014557725,6560.274548078117,6588.328565047976,6612.801984696683,6633.791249097512,6651.150616513503
04_CHL,8th_transport_production_projection,GVA millions USD,13_5_transportation_equipment,468.3366942,517.7014425,522.878456925,490.984586910118,497.14422881688495,503.37796510309624,509.68666169215004,516.0711944164747,522.5324491291165,529.0713218165696,535.688718712859,542.3855564148923,549.162761999095,556.0212731393399,562.9620382261903,569.986016487464,577.0941781101396,584.2875043636207,591.5669877243606,598.9336320018788,606.3884524661746,613.9324759765561,621.5667411118989,629.2922983023504,637.1102099625001,645.0215506260231,653.0274070818194,661.1288785116694,669.3270766294085,677.6231258216508,686.0181632900752,694.513339195286,703.1098168022717,711.8087726274777
04_CHL,8th_machinery_production_projection,GVA millions USD,13_6_machinery,1221.365124,1309.541764,1322.63718164,1241.9606538745297,1257.5416580325314,1273.3100862083056,1289.268128781792,1305.4180011981273,1321.761944249911,1338.3022243626112,1355.04113388314,1371.980991371643,1389.1241418965278,1406.472957332772,1424.0298366635527,1441.7972062852168,1459.7775203156452,1477.973260906055,1496.3869385562423,1515.0210924333426,1533.878290694128,1552.9611308108865,1572.2722399009106,1591.8142750596533,1611.5899236975813,1631.6019038807635,1651.8529646752377,1672.3458864952136,1693.0834814551222,1714.0685937255787,1735.3040998932993,1756.792909325002,1778.5379645353482,1800.5422415589696
04_CHL,8th_mining_production_projection,GVA millions USD,13_7_mining_and_quarrying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04_CHL,8th_food_beverage_tobacco_production_projection,GVA millions USD,13_8_food_beverages_and_tobacco,11953.01653,12492.70842,12617.635504200001,11848.00114398417,11996.640116171022,12147.067067687218,12299.302894222117,12453.368730580949,12609.285953377532,12767.076183756992,12926.761290148705,13088.363391049874,13251.904857840049,13417.408317626914,13584.896656123745,13754.393020558759,13925.920822616836,14099.50374141403,14275.165726504916,14452.931000923478,14632.824064257748,14814.869695758618,14999.092957483075,15185.519197472444,15374.174052965853,15565.083453649399,15758.2736249413,15953.771091313678,16151.602679651016,16351.795522645964,16554.37706223285,16759.375053059208,16966.81756599586,17176.73299168595
04_CHL,8th_pulp_paper_production_projection,tonnes,13_9_pulp_paper_and_printing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04_CHL,8th_wood_production_projection,GVA millions USD,13_10_wood_and_wood_products,1401.165785,1476.588748,1491.3546354799998,1400.3868966869034,1417.9554355870848,1435.7353065756013,1453.7289794403293,1471.9389522316947,1490.367751580943,1509.0179330219532,1527.8920813166262,1546.9928107838898,1566.3227656323668,1585.8846202967338,1605.6810797778267,1625.7148799865122,1645.9887880913911,1666.5056028703707,1687.2681550661216,1708.2793077455003,1729.5419566629585,1751.0590306279921,1772.8334918766595,1794.8683364472377,1817.1665945600394,1839.7313310014545,1862.5656455122396,1885.6726731801411,1909.0555848368494,1932.7175874593736,1956.6619245758652,1980.8918766759407,2005.4107616255592,2030.2219350865028
04_CHL,8th_construction_production_projection,GVA millions USD,13_11_construction,21170.88099,22141.86175,22363.2803675,20999.193651550806,21262.63881189366,21529.25295607822,21799.073119265275,22072.13676042047,22348.48176708684,22628.1464602105,22911.169599019926,23197.590385959513,23487.44847167799,23780.78396007222,24077.637413387194,24378.049857372473,24682.06278649608,24989.718169216438,25301.058453312577,25616.126571273704,25934.965945748707,26257.620495056097,26584.134638755047,26914.553303278473,27248.92192762849,27587.286469135208,27929.693409279265,28276.189759579298,28626.82306754441,28981.641422692857,29340.693462637533,29704.02837923883,30071.695924825875,30443.746418486742
