Economy,Predicted Steel Production per capita,Year,Population,Predicted Steel Production
MAS,0.00013850564831364634,2010,28208.028,3.9069712057894885
MAS,0.0001439295686927184,2011,28650.962000000003,4.123720603291465
MAS,0.00014952132234171314,2012,29068.189,4.34631405735884
MAS,0.00015177386932047323,2013,29468.923,4.472612468417088
MAS,0.00016252242841025412,2014,29866.606,4.853993335492266
MAS,0.00016215529418330817,2015,30270.965,4.908597234787625
MAS,0.0001608178884921705,2016,30684.652000000002,4.934640943757056
MAS,0.00017172480435266767,2017,31104.655,5.341440794332226
MAS,0.00017434625985047642,2018,31528.033,5.496794633992396
MEX,0.00011436608929153831,1990,83943.135,9.600248072821655
MEX,0.00011651926373089082,1991,85512.621,9.963867638618712
MEX,0.00011774742991837515,1992,87075.136,10.252873473792985
MEX,0.00011788509828878736,1993,88625.44,10.447618705287027
MEX,0.00011846815218158129,1994,90156.396,10.680661641470905
MEX,0.00012100745967077565,1995,91663.29,11.091941867965613
MEX,0.00013010439748696533,1996,93147.045,12.118840167416247
MEX,0.00013568444043144371,1997,94611.008,12.837241679134845
MEX,0.00013984747072855145,1998,96056.31300000001,13.433232420560078
MEX,0.00013914712009336337,1999,97484.823,13.564732373261272
MEX,0.000142384595208189,2000,98899.845,14.081814396477636
MEX,0.00013847163212045525,2001,100298.15199999999,13.888448806105501
MEX,0.00013546374936101375,2002,101684.76400000001,13.774599384329836
MEX,0.0001341112112733786,2003,103081.02,13.824320451495367
MEX,0.00013798458940060554,2004,104514.93400000001,14.421450254221389
MEX,0.00013574850439402255,2005,106005.19900000001,14.390047222240735
MEX,0.00014461004235114187,2006,107560.155,15.554278569845383
MEX,0.00014321493905419843,2007,109170.50300000001,15.634846933661189
MEX,0.00014426443630027666,2008,110815.272,15.98670274854183
MEX,0.0001363611005616558,2009,112463.886,15.335699268400594
MEX,0.00014347511259877338,2010,114092.961,16.36950042620246
MEX,0.00014596708019683455,2011,115695.46800000001,16.887729655966307
MEX,0.0001553128113037534,2012,117274.156,18.21417886163494
MEX,0.00015434381208503787,2013,118827.15800000001,18.340236544951107
MEX,0.0001580117209427507,2014,120355.13699999999,19.01752232167053
MEX,0.00016912549022251084,2015,121858.25099999999,20.60933643803277
MEX,0.0001719124753672886,2016,123333.379,21.202546479301972
MEX,0.00017669656780427794,2017,124777.326,22.047725243995494
MEX,0.00018030617796864024,2018,126190.78199999999,22.75297759729388
NZ,0.0002345003451215549,1990,3398.175,0.7968732102834398
NZ,0.0002311878586816431,1991,3446.171,0.7967128941407766
NZ,0.000228142025340633,1992,3503.1940000000004,0.7992257743211536
NZ,0.0002257256206814564,1993,3564.473,0.8045928803272929
NZ,0.00022352551400306813,1994,3623.272,0.8098937361729247
NZ,0.0002204985972635361,1995,3674.94,0.8103191150276593
NZ,0.00021720157656974468,1996,3717.3520000000003,0.8074147150646935
NZ,0.00021426140475992362,1997,3752.355,0.8039848534579231
NZ,0.00021108661571296735,1998,3783.9759999999997,0.7987466877790913
NZ,0.00020866691677267227,1999,3818.1279999999997,0.7967169976034095
NZ,0.00020611016031957865,2000,3858.992,0.7953774597919715
NZ,0.00020343639330813507,2001,3907.941,0.7950174223009866
NZ,0.00020138120901862713,2002,3963.202,0.7981144103450412
NZ,0.00019848986558439397,2003,4022.074,0.7983409276304858
NZ,0.00019605209131689448,2004,4080.421,0.7999750705033738
NZ,0.00019367624138847146,2005,4135.353,0.8009196258545397
NZ,0.0001904171010430155,2006,4185.8820000000005,0.7970635157481399
NZ,0.00018734758757796096,2007,4233.045999999989,0.7930509562065353
NZ,0.00018476811552306602,2008,4278.156,0.790466822033698
NZ,0.00018087193211343438,2009,4323.338,0.7819704972394311
NZ,0.00017861866273148744,2010,4370.06,0.7805742732563641
NZ,0.00017648756446282966,2011,4418.674,0.7798410124152294
NZ,0.00017400817370885022,2012,4468.462,0.7775489119073964
NZ,0.0001715498329732865,2013,4518.519,0.7751511797366215
NZ,0.00017026379971638044,2014,4567.522,0.7776836510081614
NZ,0.00016845243633496513,2015,4614.527,0.7773283156834776
NZ,0.00016539748633393101,2016,4659.265,0.7706307191636631
NZ,0.00016343248521401245,2017,4702.029,0.7684642850183578
NZ,0.0001614647733050162,2018,4743.130999999989,0.7658485716709932
PNG,0.0002151982446945186,1990,4615.843,0.9933213113854809
PNG,0.0002104479983987371,1991,4725.543,0.9944810656971633
PNG,0.00020579829002409007,1992,4836.215999999989,0.9952849829871426
PNG,0.00020125009170514688,1993,4949.053,0.9959973701036322
PNG,0.00019679445728852595,1994,5065.664000000001,0.9968945976860236
PNG,0.00019244093831476583,1995,5187.063,0.9982032708178042
PNG,0.000188194716579225,1996,5314.258000000001,1.0001152781388791
PNG,0.00018402991315526036,1997,5446.633000000001,1.0023433979785754
PNG,0.00017995599057363194,1998,5581.767,1.0044724096362099
PNG,0.00017596831270573967,1999,5716.166,1.0058640861659172
PNG,0.00017206509520300358,2000,5847.59,1.0061661300581317
PNG,0.0001682568948991619,2001,5974.6269999999995,1.0052721872006949
PNG,0.0001645274809188959,2002,6098.621,1.003390750209078
PNG,0.00016089083426820843,2003,6223.378000000001,1.0012844783864145
PNG,0.00015733393527614674,2004,6354.24699999999,0.9997386862266481
PNG,0.0001538003897390061,2005,6494.90199999999,0.9989184589166487
PNG,0.00015040010283261295,2006,6646.891,0.9996930899171694
PNG,0.0001470776070291997,2007,6808.503000000001,1.0013783286911273
PNG,0.00014382525105886777,2008,6976.2,1.0033537164368733
PNG,0.0001406475921902522,2009,7144.774,1.004895259843517
PNG,0.00013753732080425943,2010,7310.512,1.0054682341873882
PNG,0.00013449599752530259,2011,7472.196,1.004980454724576
PNG,0.00013152149870688571,2012,7631.003000000001,1.003640951196741
PNG,0.00012861275099053152,2013,7788.388000000001,1.001686006461644
PNG,0.00012576675096915535,2014,7946.733,0.9994347902293689
PNG,0.00012298036228026052,2015,8107.772,0.9970967378457524
PNG,0.00012026449869838234,2016,8271.766,0.9947997913403233
PNG,0.00011760533521936604,2017,8438.038,0.9923582875837491
PNG,0.00011500299268523675,2018,8606.324,0.9897530160187776
PE,1.7126312723466404e-05,1990,22071.432999999997,0.3780022638130362
PE,1.7630290872326326e-05,1991,22522.382999999998,0.39707616342793756
PE,1.810887478686499e-05,1992,22966.822,0.4159033038502162
PE,1.869324311860444e-05,1993,23408.135,0.4375739585081137
PE,1.9378931040678398e-05,1994,23851.405,0.46221473271829194
PE,1.996371211853525e-05,1995,24299.167999999998,0.48510159467192393
PE,2.0560947904384732e-05,1996,24753.825,0.5089621062592564
PE,2.1247350558057912e-05,1997,25210.957000000002,0.5356660412831241
PE,2.1770704309499644e-05,1998,25658.07,0.5585942551224435
PE,2.2381159515309373e-05,1999,26078.295,0.5836624802822948
PE,2.312981049448801e-05,2000,26459.944,0.612013490414765
PE,2.384141629787137e-05,2001,26799.289,0.6389330055359649
PE,2.461483524112209e-05,2002,27100.964,0.667085763735581
PE,2.5387265240025665e-05,2003,27372.217,0.6949057331865396
PE,2.6351661941573422e-05,2004,27624.226000000002,0.727944264949623
PE,2.7266985521014086e-05,2005,27866.14,0.7598256359065515
PE,2.820522251681448e-05,2006,28102.055,0.7926247144547589
PE,2.9217311792634112e-05,2007,28333.05,0.8278155558862919
PE,3.0238943374178228e-05,2008,28562.321,0.8636944073541016
PE,3.096643621451149e-05,2009,28792.662999999997,0.8916061622354249
PE,3.2111603174468256e-05,2010,29027.68,0.9321253412354488
PE,3.311520670397073e-05,2011,29264.314,0.9690938071599045
PE,3.4245512968328176e-05,2012,29506.79,1.0104751595987362
PE,3.5324024295753265e-05,2013,29773.986,1.0517370048454175
PE,3.621354133997756e-05,2014,30090.372000000003,1.0896789303573033
PE,3.7295898268186946e-05,2015,30470.738999999998,1.1364335819004763
PE,3.835959863573779e-05,2016,30926.036,1.1863103283543779
PE,3.941624605012506e-05,2017,31444.299,1.2394162262577013
PE,4.063645730170638e-05,2018,31989.265,1.2999304012854702
RP,7.659585891814093e-06,1990,61895.169,0.474091363243849
RP,7.779374944856926e-06,1991,63454.785,0.4936385645602831
RP,7.982098771279147e-06,1992,65020.124,0.5189970518888178
RP,8.123882405014673e-06,1993,66593.90400000001,0.5410010449868363
RP,8.233226273025872e-06,1994,68180.8459999999,0.5613483326043301
RP,8.327821595339478e-06,1995,69784.087,0.5811494267296489
RP,8.400347610482683e-06,1996,71401.743,0.5997994611943487
RP,8.507871739933916e-06,1997,73030.879,0.6213373515866333
RP,8.584668615858806e-06,1998,74672.009,0.6410344521454263
